Token;accord
la;
lui;
montrai;
.;
"
";
-0;
M';
en;
aller;
0;
fit;
-elle;
en;
ricanant;
...;
Ohl;
pas;
encore;
...;
j';
en;
ai;
"
";
encore;
long;
a;
vous;
dire;
.;
"
 ";
Pour;
le;
coup;
0;
je;
n';
y;
tins;
plus;
.;
Un;
paquet;
de;
sang;
me;
monta;
au;
"
";
visage;
.;
Je;
pris;
un;
des;
chenets;
de;
la;
cheminee;
et;
je;
courus;
sur;
elle;
...;
"
";
Je;
te;
reponds;
qu';
elle;
a;
deguerpi;
..;
Mon;
cher;
0;
a;
ce;
moment;
-0;
la;
0;
j';
ai;
"
";
compris;
1'Espagnol;
Pacheco;
.;
"
 ";
Derriere;
elle;
0;
j';
ai;
pris;
mon;
chapeau;
et;
je;
suis;
descendu;
.;
;
ai;
"
";
couru;
tout;
le;
jour;
0;
de;
droite;
et;
de;
gauche;
0;
comme;
un;
homme;
ivre;
...;
"
";
Ahl;
si;
tu;
avais;
ete;
la;
...;
Un;
moment;
j';
ai;
eul';
idee;
d';
aller;
chez;
Pierrotte;
0;
"
";
de;
me;
jeter;
a;
ses;
pieds;
0;
de;
demander;
grace;
aux;
yeux;
noirs;
.;
Je;
suis;
alle;
"
";
jusqu';
a;
la;
porte;
du;
magasin;
0;
mais;
je;
n';
ai;
pas;
ose;
entrer;
...;
Voila;
deux;
"
";
mois;
que;
je;
n';
y;
vais;
plus;
.;
On;
m';
a;
ecrit;
0;
pas;
de;
reponse;
.;
On;
est;
venu;
"
";
me;
voir;
0;
je;
me;
suis;
cache;
.;
Comment;
pourrait;
-on;
me;
pardonner;
...;
"
";
Pierrotte;
etait;
assis;
sur;
son;
comptoir;
.;
Il;
avait;
l';
air;
triste;
...;
Je;
suis;
reste;
"
";
un;
moment;
a;
le;
regarder;
0;
debout;
contre;
la;
vitre;
";";
puis;
je;
me;
suis;
enfui;
"
";
en;
pleurant;
.;
"
 ";
La;
nuit;
venue;
0;
je;
suis;
rentre;
.;
;
ai;
pleure;
longtemps;
a;
la;
fenetre;
";";
"
";
apres;
quoi;
0;
j';
ai;
commence;
a;
t';
ecrire;
.;
e;
t';
ecrirai;
ainsi;
toute;
la;
nuit;
.;
Il;
"
";
me;
semble;
que;
tu;
es;
la;
0;
que;
je;
cause;
avec;
toi;
0;
et;
cela;
me;
fait;
du;
bien;
0;
"
 ";
Quel;
monstre;
que;
cette;
femmel;
Comme;
elle;
etait;
sre;
de;
moil;
"
";
Comme;
elle;
me;
croyait;
bien;
son;
jouet;
0;
sa;
chosel;
...;
Comprends;
-0;
tu;
?;
"
";
m';
emmener;
jouer;
la;
comedie;
dans;
la;
banlieue;
...;
Conseille;
-moi;
0;
"
";
Jacques;
0;
je;
m';
ennuie;
0;
je;
souffre;
...;
Elle;
m';
a;
fait;
bien;
du;
mal;
0;
vois;
-0;
tul;
"
";
je;
ne;
crois;
plus;
en;
moi;
0;
je;
doute;
0;
j';
ai;
peur;
.;
Que;
faut;
-il;
faire;
?;
...;
tra-;
"
";
vailler;
?;
...;
Helasl;
elle;
a;
raison;
je;
ne;
suis;
pas;
poete;
0;
mon;
livre;
ne;
s';
est;
"
";
pas;
vendu;
...;
Et;
pour;
payer;
0;
comment;
vas;
-0;
tu;
faire;
f;
...;
"
 ";
Toute;
ma;
vie;
est;
gatee;
.;
Je;
n';
y;
vois;
plus;
0;
je;
ne;
sais;
plus;
.;
Il;
fait;
"
";
noir;
...;
Il;
y;
a;
des;
noms;
predestines;
.;
Elle;
s';
appelle;
Irma;
Borel;
0;
Borel;
0;
"
";
chez;
nous;
ga;
veut;
dire;
bourreau;
...;
Irma;
Bourreaul;
...;
Comme;
ce;
nom;
"
";
lui;
va;
bienl;
...;
Je;
voudrais;
demenager;
.;
Cette;
chambre;
m';
est;
odieuse;
...;
zo6;
"
";
LE;
PETIT;
CHOSE;
"
";
Et;
puis;
0;
je;
suis;
expose;
a;
la;
rencontrer;
dans;
l';
escalier;
...;
Par;
exemple;
0;
"
";
sois;
tranquille;
0;
si;
elle;
remonte;
jamais;
...;
Mais;
elle;
ne;
remontera;
pas;
.;
"
";
Elle;
m';
a;
oublie;
.;
Les;
artistes;
sont;
la;
pour;
la;
consoler;
...;
"
";
aAhl;
mon;
Dieul;
qu';
est;
-ce;
que;
j';
entends;
k;
...;
Jacques;
0;
mon;
frere;
0;
"
";
c';
est;
elle;
.;
Je;
te;
dis;
que;
c';
est;
elle;
.;
Elle;
vient;
ici;
";";
j';
ai;
reconnu;
son;
pas;
...;
"
";
Elle;
est;
la;
0;
tout;
pres;
.;
;
entends;
son;
haleine;
...;
Son;
eil;
colle;
a;
la;
serrure;
"
";
me;
regarde;
0;
me;
brule;
0;
me;
..;
"
";
Cette;
lettre;
ne;
partit;
pas;
.;
XII;
"
";
TOLOCOToTIGNAN;
"
";
Me;
voici;
arrive;
aux;
pages;
les;
plus;
sombres;
de;
mon;
histoire;
0;
aux;
"
";
jours;
de;
misere;
et;
de;
honte;
que;
Daniel;
Eyssette;
a;
vecus;
a;
cote;
de;
cette;
"
";
femme;
0;
comedien;
dans;
la;
banlieue;
de;
Paris;
.;
Chose;
singulierel;
ce;
temps;
"
";
de;
ma;
vie;
0;
accidente;
0;
bruyant;
0;
tourbillonnant;
0;
m';
a;
laisse;
des;
remords;
"
";
plutot;
que;
des;
souvenirs;
.;
"
";
Tout;
ce;
coin;
de;
ma;
memoire;
est;
brouille;
0;
je;
ne;
vois;
rien;
0;
rien;
...;
"
";
Mais;
0;
attendezl;
...;
Je;
n';
ai;
qu';
a;
fermer;
les;
yeux;
et;
h;
fredonner;
deux;
"
";
ou;
trois;
fois;
ce;
refrain;
bizarre;
et;
melancolique;
:;
Tolocototignanl;
Toloco-;
"
";
totignan;
tout;
de;
suite;
0;
comme;
par;
magie;
0;
mes;
souvenirs;
assoupis;
"
";
vont;
se;
reveiller;
0;
les;
heures;
mortes;
sortiront;
de;
leurs;
tombeaux;
0;
et;
"
";
je;
retrouverai;
le;
petit;
Chose;
0;
tel;
qu';
il;
etait;
alors;
0;
dans;
une;
grande;
maison;
"
";
neuve;
du;
boulevard;
Montparnasse;
0;
entre;
Irma;
Borel;
qui;
repetait;
ses;
"
";
rOles;
0;
et;
Coucou;
-0;
Blanc;
qui;
chantait;
sans;
cesse;
:;
"
";
Tolocototignanl;
Tolocototignanl;
"
";
Pouahl;
l';
horrible;
maisonl;
je;
la;
vois;
maintenant;
0;
je;
la;
vois;
avec;
"
";
ses;
mille;
fenetres;
0;
sa;
rampe;
verte;
et;
poisseuse;
0;
ses;
plombs;
beants;
0;
ses;
"
";
portes;
numerotees;
0;
ses;
longs;
corridors;
blancs;
qui;
sentaient;
la;
pein-;
"
";
ture;
fraiche;
..;
0;
toute;
neuve;
0;
et;
dejh;
salie;
...;
Il;
y;
avait;
cent;
huit;
chambres;
"
";
la;
dedans;
";";
dans;
chaque;
chambre;
0;
un;
menage;
.;
Et;
quels;
menagesl;
..;
zo8;
"
";
LE;
PETIT;
CHOSE;
"
";
Tout;
le;
jour;
0;
c';
etaient;
des;
scenes;
0;
des;
cris;
0;
du;
fracas;
0;
des;
tueries;
";";
"
";
la;
nuit;
0;
des;
piaillements;
d';
enfants;
0;
des;
pieds;
nus;
marchant;
sur;
le;
"
";
carreau;
0;
puis;
le;
balancement;
uniforme;
et;
lourd;
des;
berceaux;
.;
De;
temps;
"
";
en;
temps;
0;
pour;
varier;
0;
des;
visites;
de;
la;
police;
.;
"
";
C';
est;
la;
0;
c';
est;
dans;
cet;
antre;
garni;
a;
sept;
etages;
qu';
Irma;
Borel;
et;
"
";
le;
petit;
Chose;
etaient;
venus;
abriter;
leur;
amour;
...;
Triste;
logis;
et;
bien;
"
";
fait;
pour;
un;
pareil;
hotel;
...;
Ils;
l';
avaient;
choisi;
parce;
que;
c';
etait;
pres;
de;
"
";
leur;
theatre;
";";
et;
puis;
0;
comme;
dans;
toutes;
les;
maisons;
neuves;
0;
ils;
ne;
"
";
payaient;
pas;
cher;
.;
Pour;
quarante;
francs;
-0;
un;
prix;
d';
essuyeurs;
de;
"
";
platre;
0;
-0;
ils;
avaient;
deux;
chambres;
au;
second;
etage;
0;
avec;
un;
lisere;
de;
"
";
balcon;
sur;
le;
boulevard;
0;
le;
plus;
bel;
appartement;
de;
l';
h6tel;
...;
Ils;
ren-;
"
";
traient;
tous;
les;
soirs;
vers;
minuit;
0;
a;
la;
fin;
du;
spectacle;
.;
C';
etait;
sinistre;
"
";
de;
revenir;
par;
ces;
grandes;
avenues;
desertes;
0;
oi;
rodaient;
des;
blouses;
"
";
silencieuses;
0;
des;
fillesen;
cheveux;
0;
et;
les;
grandes;
redingotes;
des;
patrouilles;
"
";
grises;
.;
"
";
Ils;
marchaient;
vite;
0;
au;
milieu;
de;
la;
chaussee;
.;
En;
arrivant;
0;
ils;
trou-;
"
";
vaient;
un;
peu;
de;
viande;
froide;
sur;
un;
coin;
de;
la;
table;
et;
la;
negresse;
"
";
Coucou;
-0;
Blanc;
0;
qui;
attendait;
...;
car;
Irma;
Borel;
avait;
garde;
Coucou-;
"
";
Blanc;
.;
M.;
de;
Huit;
-0;
a;
-0;
Dix;
avait;
repris;
son;
cocher;
0;
ses;
meubles;
0;
sa;
"
";
vaisselle;
0;
sa;
voiture;
.;
Irma;
Borel;
avait;
garde;
sa;
negresse;
0;
son;
kakatoes;
0;
"
";
quelques;
bijoux;
et;
toutes;
ses;
robes;
...;
Celles;
-0;
ci;
0;
bien;
entendu;
0;
ne;
lui;
"
";
servaient;
plus;
qu';
ha;
la;
scene;
0;
les;
traines;
de;
velours;
et;
de;
moire;
n';
etant;
"
";
point;
faites;
pour;
balayer;
les;
boulevards;
exterieurs;
...;
A;
elles;
seules;
0;
"
";
les;
robes;
occupaient;
une;
des;
deux;
chambres;
.;
Elles;
etaient;
la;
pendues;
"
";
tout;
autour;
a;
des;
portemanteaux;
d';
acier;
0;
et;
leurs;
grands;
plis;
soyeux;
0;
"
";
leurs;
couleurs;
voyantes;
constrastaient;
etrangement;
avec;
le;
carreau;
"
";
derougi;
et;
le;
meuble;
fane;
.;
C';
est;
dans;
cette;
chambre;
que;
couchait;
"
";
la;
negresse;
.;
"
";
Elle;
y;
avait;
installe;
sa;
paillasse;
0;
son;
fer;
ha;
cheval;
0;
sa;
bouteille;
d';
eau-;
"
";
de-vie;
";";
seulement;
0;
de;
peur;
du;
feu;
0;
on;
ne;
lui;
laissait;
pas;
de;
lumiere;
.;
"
";
Aussi;
0;
la;
nuit;
0;
quand;
ils;
rentraient;
0;
Coucou;
-0;
Blanc;
0;
accroupie;
sur;
sa;
"
";
paillasse;
au;
clair;
de;
lune;
0;
avait;
l';
air;
0;
parmi;
ces;
robes;
mysterieuses;
0;
"
";
d';
une;
vieille;
sorciere;
preposee;
par;
Barbe;
-0;
Bleue;
a;
la;
garde;
des;
sept;
"
";
pendues;
...;
L';
autre;
piece;
0;
la;
plus;
petite;
0;
etait;
pour;
eux;
et;
le;
kakatoes;
.;
"
";
Juste;
la;
place;
d';
un;
lit;
0;
de;
trois;
chaises;
0;
d';
une;
table;
et;
du;
grand;
perchoir;
"
";
ha;
batons;
dores;
.;
"
";
Si;
triste;
et;
si;
etroit;
que;
fit;
leur;
logis;
0;
ils;
n';
en;
sortaient;
jamais;
.;
Le;
"
";
temps;
que;
leur;
laissait;
le;
theatre;
0;
ils;
le;
passaient;
chez;
eux;
a;
apprendre;
(;
"

";
Y;
"

";
d;
"
";
wh--;
"
";
N;
"
";
--(]]--;
0;
"
";
-l;
.;
;
0;
"
";
-0;
"
";
I;
;
"
";
.;
0;
"

";
Il;
"
";
;
w-4;
"
";
g;
"
";
I;
"
";
-0;
"
";
1;
-0;
-1;
"

";
LP;
-0;
N;
"

";
A;
"
";
f;
"
";
I;
"
";
:;
.;
"
";
.-q;
..;
----;
"
";
t;
"
";
t;
"

";
1;
"
";
r;
0;
"
";
..;
"
";
M;
"

";
4-;
"

";
0;
"
";
.I;
"
";
-2;
"
";
LN;
"
";
-=.;
"
";
--;
"
";
---.r-;
"
";
.;
:;
"
";
g;
"

";
aY;
"
";
1;
"
";
1;
"
";
r;
"
";
-0;
.;
1;
"
";
c;
];
"

";
-a;
"

";
.TOLOCoToTIGNAN;
"
";
zog;
"
";
leurs;
roles;
0;
et;
c';
etait;
0;
je;
vous;
le;
jure;
0;
un;
terrible;
charivari;
.;
D';
un;
bout;
"
";
de;
la;
maison;
a;
l';
autre;
on;
entendait;
leurs;
rugissements;
dramatiques;
:;
"
 ";
Ma;
fille;
0;
rendez;
-moi;
ma;
fillel;
-0;
Par;
ici;
0;
Gaspardl;
-0;
Son;
nom;
0;
son;
"
";
nom;
0;
misera;
-0;
a;
-0;
blelo;
Par;
la;
-0;
dessus;
0;
les;
cris;
dechirants;
du;
kakatoes;
0;
"
";
et;
la;
voix;
aigue;
de;
Coucou;
-0;
Blanc;
qui;
chantonnait;
sans;
cesse;
:;
"
";
Tolocototignanl;
...;
Tolocototignan;
;
...;
"
";
Irma;
Borel;
etait;
heureuse;
0;
elle;
.;
Cette;
vie;
lui;
plaisait;
";";
cela;
l';
amusait;
"
";
de;
jouer;
au;
menage;
d';
artistes;
pauvres;
.;
 ;
e;
ne;
regrette;
rien;
0;
disait;
-elle;
"
";
souvent;
.;
Qu';
aurait;
-elle;
regrette;
Le;
jour;
ou;
la;
misere;
la;
fatiguerait;
0;
"
";
le;
jour;
oi;
elle;
serait;
lasse;
de;
boire;
du;
vin;
au;
litre;
et;
de;
manger;
ces;
"
";
hideuses;
portions;
a;
sauce;
brune;
qu';
on;
leur;
montait;
de;
la;
gargotte;
0;
le;
"
";
jour;
oi;
elle;
en;
aurait;
jusque;
-0;
la;
de;
l';
art;
dramatique;
de;
la;
banlieue;
0;
"
";
ce;
jour;
-0;
lha;
0;
elle;
savait;
bien;
qu';
elle;
reprendrait;
son;
existence;
d';
autrefois;
.;
"
";
Tout;
ce;
qu';
elle;
avait;
perdu;
0;
elle;
n';
aurait;
qu';
a;
lever;
un;
doigt;
pour;
le;
"
";
retrouver;
.;
"
";
C';
est;
cette;
pensee;
d';
arriere;
-0;
garde;
qui;
lui;
donnait;
du;
courage;
et;
"
";
lui;
faisait;
dire;
:;
a;
e;
ne;
regrette;
rien;
.;
n;
Elle;
ne;
regrettait;
rien;
0;
elle;
";";
mais;
"
";
lui;
0;
lui;
?;
..;
"
";
Ils;
avaient;
debute;
tous;
les;
deux;
dans;
Gaspardo;
le;
Pecheur;
0;
un;
des;
"
";
plus;
beaux;
morceaux;
de;
la;
ferblanterie;
melodramatique;
.;
Elle;
y;
fut;
"
";
tres;
acclamee;
0;
non;
certes;
pour;
son;
talent;
0;
-0;
mauvaise;
voix;
0;
gestes;
"
";
ridicules;
0;
-0;
mais;
pour;
ses;
bras;
de;
neige;
0;
pour;
ses;
robes;
de;
velours;
.;
"
";
Le;
public;
de;
la;
-0;
bas;
n';
est;
pas;
habitue;
a;
ces;
exhibitions;
de;
chair;
eblouis-;
"
";
sante;
et;
de;
robes;
glorieuses;
a;
quarante;
francs;
le;
metre;
.;
Dans;
la;
salle;
"
";
on;
disait;
:;
 ;
C';
est;
une;
duchesseln;
et;
les;
titis;
emerveilles;
applaudissaient;
"
";
h;
tete;
fendre;
...;
"
";
Il;
n';
eut;
pas;
le;
meme;
succes;
.;
On;
le;
trouva;
trop;
petit;
";";
et;
puis;
il;
"
";
avait;
peur;
0;
il;
avait;
honte;
.;
Il;
parlait;
tout;
bas;
0;
comme;
h;
confesse;
:;
Plus;
"
";
hautl;
plus;
hautln;
lui;
criait;
-on;
.;
Mais;
sa;
gorge;
se;
serrait;
0;
etranglant;
les;
"
";
mots;
au;
passage;
.;
Il;
fut;
siffle;
...;
Que;
voulez;
-0;
vousl;
Irma;
avait;
beau;
dire;
0;
"
";
la;
vocation;
n';
y;
etait;
pas;
.;
Apres;
tout;
0;
parce;
qu';
on;
est;
mauvais;
poete;
0;
"
";
ce;
n';
est;
pas;
une;
raison;
pour;
etre;
bon;
comedien;
.;
"
";
La;
creole;
le;
consolait;
de;
son;
mieux;
:;
aIls;
n';
ont;
pas;
compris;
le;
"
";
caractere;
de;
ta;
tete;
...;
lui;
disait;
-elle;
souvent;
.;
Le;
directeur;
ne;
s';
y;
trompa;
"
";
point;
0;
lui;
0;
sur;
le;
caractere;
de;
la;
tete;
.;
Apres;
deux;
representations;
ora-;
"
";
geuses;
0;
il;
le;
fit;
venir;
dans;
son;
cabinet;
et;
lui;
dit;
:;
a;
Mon;
petit;
0;
le;
drame;
"
";
n';
est;
pas;
ton;
affaire;
.;
Nous;
nous;
sommes;
fourvoyes;
.;
Essayons;
du;
vau-;
"
";
deville;
.;
Je;
crois;
que;
dans;
les;
comiques;
tu;
marcheras;
tres;
bien.n;
Et2Io;
"
";
LE;
PETIT;
CHOSE;
"
";
des;
le;
lendemain;
0;
on;
essaya;
du;
vaudeville;
.;
Il;
joua;
les;
jeunes;
premiers;
"
";
comiques;
0;
les;
gandins;
ahuris;
auxquels;
ont;
fait;
boire;
de;
la;
limonade;
Roge;
"
";
en;
guise;
de;
champagne;
0;
et;
qui;
courent;
la;
scene;
en;
se;
tenant;
le;
ventre;
.;
"
";
les;
niais;
a;
perruque;
rousse;
qui;
pleurent;
comme;
des;
veaux;
0;
a;
heul;
...;
"
";
heul;
...;
heul;
...;
les;
amoureux;
de;
campagne;
qui;
roulent;
des;
yeux;
betes;
"
";
en;
disant;
:;
a;
Mam';
selle;
0;
j';
vous;
aimons;
benl;
...;
heullal;
ben;
vrai;
0;
j';
vous;
"
";
aimons;
tout;
plein;
ln;
"
";
Il;
joua;
les;
Jeannot;
0;
les;
trembleurs;
0;
tous;
ceux;
qui;
sont;
laids;
0;
tous;
"
";
ceux;
qui;
font;
rire;
0;
et;
la;
verite;
me;
force;
a;
dire;
qu';
il;
ne;
s';
en;
tira;
pas;
trop;
"
";
mal;
.;
Le;
malheureux;
avait;
du;
succes;
";";
il;
faisait;
rirel;
"
";
Expliquez;
cela;
si;
vous;
pouvez;
.;
C';
est;
quand;
il;
etait;
en;
scene;
0;
grime;
0;
"
";
platre;
0;
charge;
d';
oripeaux;
0;
que;
le;
petit;
Chose;
pensait;
 ;
Jacques;
et;
aux;
"
";
yeux;
noirs;
.;
C';
est;
au;
milieu;
d';
une;
grimace;
0;
au;
coin;
d';
un;
lazzi;
bete;
0;
"
";
que;
l';
image;
de;
tous;
ces;
chers;
etres;
0;
qu';
il;
avait;
si;
lachement;
trahis;
0;
se;
"
";
dressait;
tout;
a;
coup;
devant;
lui;
.;
"
";
Presque;
tous;
les;
soirs;
0;
les;
titis;
de;
l';
endroit;
pourront;
vous;
l';
affirmer;
0;
"
";
il;
lui;
arrivait;
de;
s';
arreter;
net;
au;
beau;
milieu;
d';
une;
tirade;
et;
de;
rester;
"
";
debout;
0;
sans;
parler;
0;
la;
bouche;
ouverte;
0;
a;
regarder;
la;
salle;
...;
Dans;
ces;
"
";
moments;
-0;
la;
0;
son;
ame;
lui;
echappait;
0;
sautait;
par;
-0;
dessus;
la;
rampe;
0;
crevait;
"
";
le;
plafond;
du;
theatre;
d';
un;
coup;
d';
aile;
0;
et;
s';
en;
allait;
bien;
loin;
donner;
"
";
un;
baiser;
a;
Jacques;
0;
un;
baiser;
a;
Mme;
Eyssette;
0;
demander;
grace;
aux;
"
";
yeux;
noirs;
en;
se;
plaignant;
amerement;
du;
triste;
metier;
qu';
on;
lui;
"
";
faisait;
faire;
.;
"
";
-0;
Heullal;
ben;
vrail;
j';
vous;
aimons;
tout;
pleinl;
...;
disait;
tout;
a;
"
";
coup;
la;
voix;
du;
souffleur;
0;
et;
alors;
0;
le;
malheureux;
petit;
Chose;
0;
arrache;
"
";
de;
son;
reve;
0;
tombe;
du;
ciel;
0;
promenait;
autour;
de;
lui;
de;
grands;
yeux;
eton-;
"
";
nes;
oi;
se;
peignait;
un;
effarement;
si;
naturel;
0;
si;
comique;
0;
que;
toute;
la;
"
";
salle;
partait;
d';
un;
gros;
eclat;
de;
rire;
.;
En;
argot;
de;
theAtre;
c';
est;
ce;
qu';
on;
"
";
appelle;
un;
effet;
.;
Sans;
le;
vouloir;
0;
il;
avait;
trouve;
un;
effet;
.;
"
";
La;
troupe;
dont;
il;
faisait;
partie;
desservait;
plusieurs;
communes;
.;
"
";
C';
etait;
une;
facon;
de;
troupe;
nomade;
0;
jouant;
tantot;
a;
Grenelle;
0;
a;
Mont-;
"
";
parnasse;
0;
 ;
Sevres;
0;
a;
Sceaux;
0;
a;
Saint-Cloud;
.;
Pour;
aller;
d';
un;
pays;
a;
"
";
l';
autre;
0;
on;
s';
entassait;
dans;
l';
omnibus;
du;
theatre,-;
un;
vieil;
omnibus;
"
";
cafe;
au;
lait;
traine;
par;
un;
cheval;
phtisique;
.;
En;
route;
0;
on;
chantait;
0;
on;
"
";
jouait;
aux;
cartes;
.;
Ceux;
qui;
ne;
savaient;
pas;
leurs;
roles;
se;
mettaient;
"
";
dans;
le;
fond;
et;
repassaient;
les;
brochures;
.;
C';
etait;
sa;
place;
a;
lui;
.;
"
";
Il;
restait;
la;
0;
taciturne;
et;
triste;
comme;
sont;
les;
grands;
comiques;
0;
"
";
l';
oreille;
fermee;
a;
toutes;
les;
trivialites;
qui;
bourdonnaient;
a;
ses;
cotes;
.;
TocoLOToTIGNAN;
"
";
z;
"
";
Si;
bas;
qu';
il;
ft;
tombe;
0;
ce;
cabotinage;
roulant;
etait;
encore;
au;
-0;
dessous;
de;
"
";
lui;
.;
Il;
avait;
honte;
de;
se;
trouver;
en;
pareille;
compagnie;
.;
Les;
femmes;
0;
"
";
de;
vieilles;
pretentions;
0;
fanees;
0;
fardees;
0;
manierees;
0;
sentencieuses;
.;
Les;
"
";
hommes;
0;
des;
etres;
communs;
0;
sans;
ideal;
0;
sans;
orthographe;
0;
des;
fils;
"
";
de;
coiffeurs;
ou;
de;
marchandes;
de;
frites;
0;
qui;
s';
etaient;
faits;
comediens;
"
";
par;
deseuvrement;
0;
par;
faineantise;
0;
par;
amour;
du;
paillon;
0;
du;
costume;
0;
"
";
pour;
se;
montrer;
sur;
les;
planches;
en;
collants;
de;
couleur;
tendre;
et;
redin-;
"
";
gotes;
a;
la;
Souwaroff;
0;
des;
Lovelaces;
de;
barriere;
0;
toujours;
preoccupes;
"
";
de;
leur;
tenue;
0;
depensant;
leurs;
appointements;
en;
frisures;
0;
et;
vous;
"
";
disant;
0;
d';
un;
air;
convaincu;
:;
 ;
Aujourd'hui;
0;
j';
ai;
bien;
travaille;
0;
n;
quand;
"
";
ils;
avaient;
passe;
cinq;
heures;
a;
se;
faire;
une;
paire;
de;
bottes;
Louis;
XV;
"
";
avec;
deux;
metres;
de;
papier;
verni;
...;
En;
verite;
0;
c';
etait;
bien;
la;
peine;
de;
"
";
railler;
la;
salon;
a;
musique;
de;
Pierrotte;
pour;
venir;
s';
echouer;
dans;
cette;
"
";
guimbarde;
.;
"
";
A;
cause;
de;
son;
air;
maussade;
et;
de;
ses;
fiertes;
silencieuses;
0;
ses;
cama-;
"
";
rades;
ne;
l';
aimaient;
pas;
.;
On;
disait;
:;
C';
est;
un;
sournois;
.;
La;
creole;
0;
en;
"
";
revanche;
0;
avait;
su;
gagner;
tous;
les;
ceurs;
.;
Elle;
tronait;
dans;
l';
omnibus;
"
";
comme;
une;
princesse;
en;
bonne;
fortune;
0;
riait;
a;
belles;
dents;
0;
renver-;
"
";
sait;
la;
tete;
en;
arriere;
pour;
montrer;
sa;
fine;
encolure;
0;
tutoyait;
tout;
le;
"
";
monde;
0;
appelait;
les;
hommes;
 ;
mon;
vieux;
0;
les;
femmes;
 ;
ma;
petite;
0;
"
";
et;
forcait;
les;
plus;
hargneux;
a;
dire;
d';
elle;
:;
C';
est;
une;
bonne;
fille;
.;
Une;
"
";
bonne;
fille;
0;
quelle;
derision;
l;
..;
"
";
Ainsi;
roulant;
0;
riant;
0;
les;
grosses;
plaisanteries;
faisant;
feu;
0;
on;
arri-;
"
";
vait;
au;
lieu;
de;
la;
representation;
.;
Le;
spectacle;
fini;
0;
on;
se;
dshabillait;
"
";
d';
un;
tour;
de;
main;
0;
et;
vite;
on;
remontait;
en;
voiture;
pour;
rentrer;
a;
Paris;
.;
"
";
Alors;
il;
faisait;
noir;
.;
On;
causait;
a;
voix;
basse;
0;
en;
se;
chetrchant;
dans;
l';
ombre;
"
";
avec;
les;
genoux;
.;
De;
temps;
en;
temps;
0;
un;
rire;
etouffe;
...;
A;
l';
octroi;
du;
"
";
faubourg;
du;
Maine;
0;
l';
omnibus;
s';
arretait;
pour;
remiser;
.;
Tout;
le;
monde;
"
";
descendait;
0;
et;
l';
on;
allait;
en;
troupe;
reconduire;
Irma;
Borel;
jusqu';
a;
la;
"
";
porte;
du;
grand;
taudis;
0;
ou;
Coucou;
-0;
Blanc;
0;
aux;
trois;
quarts;
ivre;
0;
les;
"
";
attendait;
avec;
sa;
chanson;
triste;
:;
"
";
Tolocototignan;
l;
...;
Tolocototignan;
...;
"
";
A;
les;
voir;
ainsi;
rives;
l';
un;
h;
l';
autre;
0;
on;
aurait;
pu;
croire;
qu';
ils;
"
";
s';
aimaient;
.;
Nonl;
ils;
ne;
s';
aimaient;
pas;
.;
Ils;
se;
connaissaient;
trop;
bien;
"
";
pour;
cela;
.;
Il;
la;
savait;
menteuse;
0;
froide;
0;
sans;
entrailles;
.;
Elle;
le;
savait;
"
";
faible;
et;
mou;
jusqu';
a;
la;
lachete;
.;
Elle;
se;
disait;
:;
Un;
beau;
matin;
0;
son;
"
";
frere;
va;
revenir;
et;
me;
l';
enlever;
pour;
le;
rendre;
a;
sa;
porcelainiere;
.;
Lui;
"
";
se;
disait;
:;
a;
Un;
de;
ces;
jours;
0;
lassee;
de;
la;
vie;
qu';
elle;
mene;
0;
elle;
s';
envolerazrz2;
"
";
LE;
PETIT;
CHOSE;
"
";
avec;
un;
monsieur;
de;
Huit;
-0;
a;
-0;
Dix;
0;
et;
moi;
0;
je;
resterai;
seul;
dans;
la;
fange;
...;
"
";
Cette;
crainte;
eternelle;
qu';
ils;
avaient;
de;
se;
perdre;
faisait;
le;
plus;
clair;
"
";
de;
leur;
amour;
.;
Ils;
ne;
s';
aimaient;
pas;
0;
et;
pourtant;
ils;
etaient;
jaloux;
.;
"
";
Chose;
singuliere;
0;
n';
est;
-ce;
pas;
?;
que;
la;
oi;
il;
n';
y;
a;
pas;
d';
amour;
0;
il;
"
";
puisse;
y;
avoir;
de;
la;
jalousie;
.;
Eh;
bienl;
c';
etait;
ainsi;
..;
Quand;
elle;
par-;
"
";
lait;
familierement;
a;
quelqu';
un;
du;
theatre;
0;
il;
devenait;
pale;
.;
Quand;
il;
"
";
recevait;
une;
lettre;
0;
elle;
se;
jetait;
dessus;
et;
la;
decachetait;
avec;
des;
mains;
"
";
tremblantes;
...;
Le;
plus;
souvent;
0;
c';
etait;
une;
lettre;
de;
Jacques;
.;
Elle;
la;
"
";
lisait;
jusqu';
au;
bout;
en;
ricanant;
0;
puis;
la;
jetait;
sur;
un;
meuble;
:;
Toujours;
"
";
la;
meme;
chose;
0;
disait;
-elle;
avec;
dedain;
.;
Helasl;
ouil;
toujours;
la;
meme;
"
";
chose;
0;
c';
est;
-0;
a;
-0;
dire;
le;
devouement;
0;
la;
generosite;
0;
l';
abnegation;
.;
C';
est;
"
";
bien;
pour;
cela;
qu';
elle;
detestait;
tant;
le;
frere;
...;
"
";
Le;
brave;
acques;
ne;
s';
en;
doutait;
pas;
0;
lui;
.;
Il;
ne;
se;
doutait;
de;
rien;
.;
"
";
On;
lui;
ecrivait;
que;
tout;
allait;
bien;
0;
que;
la;
Comedie;
pastorale;
etait;
aux;
"
";
trois;
