Token;Label;accord;
0;;;
le;;;
medecin;;;
0;;;
je;;;
vis;;;
tout;;;
tourner;;;
.;;;
Je;;;
fus;;;
oblige;;;
de;;;
m';;;
appuyer;;;
"
";;;
contre;;;
le;;;
figuier;;;
.;;;
Il;;;
avait;;;
le;;;
poignet;;;
rude;;;
0;;;
le;;;
docteur;;;
de;;;
l';;;
hotel;LOC;;
Piloisl;LOC;;
...;;;
"
";;;
Du;;;
reste;;;
0;;;
il;;;
ne;;;
s';;;
apercut;;;
de;;;
rien;;;
et;;;
continua;;;
avec;;;
le;;;
plus;;;
grand;;;
calme;;;
0;;;
"
";;;
sans;;;
cesser;;;
de;;;
boutonner;;;
ses;;;
gants;;;
:;;;
a;;;
C';;;
est;;;
un;;;
cas;;;
foudroyant;;;
de;;;
phtisic;;;
"
";;;
galopante;;;
...;;;
Il;;;
n';;;
y;;;
a;;;
rien;;;
a;;;
faire;;;
0;;;
du;;;
moins;;;
rien;;;
de;;;
serieux;;;
...;;;
D';;;
ailleurs;;;
"
";;;
on;;;
m';;;
a;;;
prevenu;;;
beaucoup;;;
trop;;;
tard;;;
0;;;
comme;;;
toujours;;;
.;;;
"
";;;
0;;;
Ce;;;
n';;;
est;;;
pas;;;
ma;;;
faute;;;
0;;;
docteur;;;
0;;;
0;;;
fit;;;
le;;;
bon;;;
M.;PER;;
Pilois;PER;;
qui;;;
per-;;;
"
";;;
sistait;;;
 ;;;
chercher;;;
des;;;
figues;;;
avec;;;
la;;;
plus;;;
grande;;;
attention;;;
0;;;
un;;;
moyen;;;
"
";;;
comme;;;
un;;;
autre;;;
de;;;
cacher;;;
ses;;;
larmes;;;
0;;;
0;;;
ce;;;
n';;;
est;;;
pas;;;
ma;;;
faute;;;
.;;;
e;;;
"
";;;
savais;;;
depuis;;;
longtemps;;;
qu';;;
il;;;
etait;;;
malade;;;
0;;;
ce;;;
pauvre;;;
M.;PER;;
Eyssette;PER;;
0;;;
"
";;;
et;;;
je;;;
lui;;;
ai;;;
souvent;;;
conseille;;;
de;;;
faire;;;
venir;;;
quelqu';;;
un;;;
";";;;
mais;;;
il;;;
ne;;;
"
";;;
voulait;;;
jamais;;;
.;;;
Bien;;;
sur;;;
qu';;;
il;;;
avait;;;
peur;;;
d';;;
effrayer;;;
son;;;
frere;;;
...;;;
C';;;
dtait;;;
"
";;;
si;;;
uni;;;
0;;;
voyez;MISC;;
0;MISC;;
vousl;MISC;;
ces;;;
enfants;;;
0;;;
lal;;;
"
";;;
Un;MISC;;
sanglot;MISC;;
desespere;MISC;;
me;MISC;;
jaillit;MISC;;
du;MISC;;
fond;MISC;;
des;MISC;;
entrailles;MISC;;
.;;;
"
";;;
0;;;
Allonsl;PER;;
mon;;;
gargcon;;;
0;;;
du;;;
couragel;LOC;;
me;;;
dit;;;
l';;;
homme;;;
aux;;;
gants;;;
"
";;;
d';;;
un;;;
air;;;
de;;;
bonte;;;
...;;;
Qui;;;
sait;;;
?;;;
la;;;
science;;;
a;;;
prononce;;;
son;;;
dernier;;;
mot;;;
0;;;
"
";;;
mais;;;
la;;;
nature;;;
pas;;;
encore;;;
...;;;
Je;;;
reviendrai;;;
demain;;;
matin;;;
.;;;
"
";;;
La;;;
0;;;
dessus;;;
0;;;
il;;;
fit;;;
une;;;
pirouette;;;
et;;;
s';;;
eloigna;;;
avec;;;
un;;;
soupir;;;
de;;;
satis-;;;
"
";;;
faction;;;
";";;;
il;;;
venait;;;
d';;;
en;;;
boutonner;;;
unla37;;;
"
";;;
Je;;;
restai;;;
encore;;;
un;;;
moment;;;
dehors;;;
0;;;
pour;;;
essuyer;;;
mes;;;
ycux;;;
et;;;
me;;;
"
";;;
calmer;;;
un;;;
peu;;;
";";;;
puis;;;
0;;;
faisant;;;
appel;;;
a;;;
tout;;;
mon;;;
courage;;;
0;;;
j';;;
entrai;;;
dans;;;
"
";;;
notre;;;
chambre;;;
d';;;
un;;;
air;;;
delibere;;;
.;;;
"
";;;
Ce;;;
que;;;
je;;;
vis;;;
0;;;
en;;;
ouvrant;;;
la;;;
porte;;;
0;;;
me;;;
terrifia;;;
.;;;
acques;PER;;
0;;;
pour;;;
me;;;
"
";;;
laisser;;;
le;;;
lit;;;
0;;;
sans;;;
doute;;;
0;;;
s';;;
etait;;;
fait;;;
mettre;;;
un;;;
matelas;;;
sur;;;
le;;;
canape;ORG;;
0;;;
"
";;;
et;;;
c';;;
est;;;
la;;;
que;;;
je;;;
le;;;
trouvai;;;
0;;;
pale;;;
0;;;
horriblement;;;
pale;;;
0;;;
tout;;;
a;;;
fait;;;
semblable;;;
"
";;;
au;;;
Jacques;PER;;
de;;;
mon;;;
reve;;;
.;;;
"
";;;
Ma;;;
premiere;;;
idee;;;
fut;;;
de;;;
me;;;
jeter;;;
sur;;;
lui;;;
0;;;
de;;;
le;;;
prendre;;;
dans;;;
mes;;;
"
";;;
bras;;;
et;;;
de;;;
le;;;
porter;;;
sur;;;
son;;;
lit;;;
0;;;
n';;;
importe;;;
ou;;;
0;;;
mais;;;
de;;;
l';;;
enlever;;;
de;;;
la;;;
0;;;
"
";;;
mon;;;
Dieu;MISC;;
0;;;
de;;;
l';;;
enlever;;;
de;;;
la;;;
.;;;
Puis;;;
0;;;
tout;;;
de;;;
suite;;;
0;;;
je;;;
fis;;;
cette;;;
reflexion;;;
:;;;
"
";;;
Tu;;;
ne;;;
pourras;;;
pas;;;
0;;;
il;;;
est;;;
trop;;;
grandl;;;
Et;;;
alors;;;
0;;;
ayant;;;
vu;;;
ma;;;
mere;;;
"
";;;
Jacques;PER;;
etendu;PER;;
sans;PER;;
remission;PER;;
a;;;
cette;;;
place;;;
oi;;;
le;;;
reve;;;
avait;;;
dit;;;
qu';;;
il;;;
"
";;;
devait;;;
mourir;;;
0;;;
mon;;;
courage;;;
m';;;
abandonna;;;
";";;;
ce;;;
masque;;;
de;;;
gaiete;;;
con-;;;
"
";;;
trainte;;;
0;;;
qu';;;
on;;;
se;;;
colle;;;
au;;;
visage;;;
pour;;;
rassurer;;;
les;;;
moribonds;;;
0;;;
ne;;;
put;;;
"
";;;
pas;;;
tenir;;;
sur;;;
mes;;;
joues;;;
0;;;
et;;;
je;;;
vins;;;
tomber;;;
a;;;
genoux;;;
pres;;;
du;;;
canape;LOC;;
0;;;
"
";;;
en;;;
versant;;;
un;;;
torrent;;;
de;;;
larmes;;;
.;;;
"
";;;
acques;;;
se;;;
tourna;;;
vers;;;
moi;;;
peniblement;;;
:;;;
"
";;;
0;;;
C';;;
est;;;
toi;;;
0;;;
Daniel;PER;;
...;;;
Tu;;;
as;;;
rencontre;;;
le;;;
medecin;;;
0;;;
n';;;
est;;;
-ce;;;
pas;;;
i;;;
"
";;;
Je;;;
lui;;;
avais;;;
pourtant;;;
bien;;;
recommande;;;
de;;;
ne;;;
pas;;;
t';;;
effrayer;;;
0;;;
ace;MISC;;
gros-;;;
"
";;;
la;;;
.;;;
Mais;;;
je;;;
vois;;;
 ;;;
ton;;;
air;;;
qu';;;
il;;;
n';;;
en;;;
a;;;
rien;;;
fait;;;
et;;;
que;;;
tu;;;
sais;;;
tout;;;
..;;;
"
";;;
Donne;MISC;;
-moi;MISC;;
ta;MISC;;
main;MISC;;
0;;;
frerot;PER;;
...;;;
Qui;;;
diable;;;
se;;;
serait;;;
doute;;;
d';;;
une;;;
chose;;;
"
";;;
pareille;;;
Il;;;
y;;;
a;;;
des;;;
gens;;;
qui;;;
vont;;;
a;;;
Nice;LOC;;
pour;;;
guerir;;;
leur;;;
maladie;;;
de;;;
"
";;;
poitrine;;;
";";;;
moi;;;
0;;;
je;;;
suis;;;
alle;;;
en;;;
chercher;;;
une;;;
.;;;
C';;;
est;;;
tout;;;
a;;;
fait;;;
original;;;
...;;;
"
";;;
Ahl;ORG;;
tu;ORG;;
saisl;;;
si;;;
tu;;;
te;;;
desoles;;;
0;;;
tu;;;
vas;;;
m';;;
enlever;;;
tout;;;
mon;;;
courage;;;
";";;;
je;;;
"
";;;
ne;;;
suis;;;
deja;;;
pas;;;
si;;;
vaillant;;;
...;;;
Ce;;;
matin;;;
0;;;
apres;;;
ton;;;
depart;;;
0;;;
j';;;
ai;;;
compris;;;
"
";;;
que;;;
cela;;;
se;;;
gatait;;;
.;;;
J';;;
ai;;;
envoye;;;
chercher;;;
le;;;
cure;;;
de;;;
Saint-Pierre;LOC;;
";";;;
il;;;
cst;;;
"
";;;
venu;;;
me;;;
voir;;;
et;;;
reviendra;;;
tout;;;
a;;;
l';;;
heure;;;
m';;;
apporter;;;
les;;;
sacrements;;;
...;;;
"
";;;
Cela;;;
fera;;;
plaisir;;;
 ;;;
notre;;;
mere;;;
0;;;
tu;;;
comprendsl;;;
...;;;
C';;;
est;;;
un;;;
bon;;;
homme;;;
0;;;
"
";;;
ce;;;
curd;;;
...;;;
Il;;;
s';;;
appelle;;;
comme;;;
ton;;;
ami;;;
du;;;
college;;;
de;;;
Sarlande;PER;;
.;;;
"
";;;
Il;;;
n';;;
en;;;
put;;;
pas;;;
dire;;;
plus;;;
long;;;
et;;;
se;;;
renversa;;;
sur;;;
l';;;
oreiller;;;
0;;;
en;;;
fer-;;;
"
";;;
mant;;;
les;;;
yeux;;;
.;;;
Je;;;
crus;;;
qu';;;
il;;;
allait;;;
mourir;;;
0;;;
et;;;
je;;;
me;;;
mis;;;
a;;;
crier;;;
bien;;;
"
";;;
fort;;;
:;;;
 ;;;
Jacquesl;PER;;
Jacquesl;PER;;
mon;;;
amil;;;
...;;;
De;;;
la;;;
main;;;
0;;;
sans;;;
parler;;;
0;;;
il;;;
me;;;
"
";;;
fit;;;
:;;;
 ;;;
Chutl;ORG;;
chutl;;;
h;;;
plusieurs;;;
reprises;;;
.;;;
"
";;;
A;LOC;;
ce;;;
moment;;;
0;;;
la;;;
porte;;;
s';;;
ouvrit;;;
0;;;
M.;PER;;
Pilois;PER;;
entra;;;
dans;;;
la;;;
chambre;;;
"
";;;
suivi;;;
d';;;
un;;;
gros;;;
homme;;;
qui;;;
roula;;;
comme;;;
une;;;
boule;;;
vers;;;
le;;;
canape;ORG;;
en;;;
"
";;;
criant;;;
:;;;
aQu';;;
est;;;
-ce;;;
que;;;
j';;;
apprends;;;
0;;;
monsieur;;;
Jacques;PER;;
...;;;
C';;;
est;;;
bien;;;
"
";;;
le;;;
cas;;;
de;;;
le;;;
dire;;;
...;;;
"
";;;
0;;;
Bonjour;;;
0;;;
Pierrottel;ORG;;
dit;;;
acques;;;
en;;;
rouvrant;;;
les;;;
yeux;;;
";";;;
bonjour;;;
0;;;
a8;PER;;
"
";PER;;
LE;PER;;
PETIT;PER;;
CHOSE;;;
"
";;;
mon;;;
vieil;;;
amil;;;
;;;
etais;LOC;;
bien;;;
sr;;;
que;;;
vous;;;
viendriez;;;
au;;;
premier;;;
signe;;;
...;;;
"
";;;
Laisse;;;
0;;;
le;;;
mettre;;;
la;;;
0;;;
Daniel;PER;;
:;;;
nous;;;
avons;;;
a;;;
causer;;;
tous;;;
les;;;
deux;;;
.;;;
"
";;;
Pierrotte;LOC;;
pencha;;;
sa;;;
grosse;;;
tete;;;
jusqu';;;
aux;;;
levres;;;
pales;;;
du;;;
moribond;;;
0;;;
"
";;;
et;;;
ils;;;
resterent;;;
ainsi;;;
un;;;
long;;;
moment;;;
 ;;;
s';;;
entretenir;;;
a;;;
voix;;;
basse;;;
...;;;
"
";;;
Moi;MISC;;
0;;;
je;MISC;;
regardais;MISC;;
0;;;
immobile;;;
au;;;
milieu;;;
de;;;
la;;;
chambre;;;
.;;;
I';LOC;;
avais;;;
encore;;;
"
";;;
mes;;;
livres;;;
sous;;;
le;;;
bras;;;
.;;;
M;;;
0;;;
Pilois;PER;;
me;;;
les;;;
enleva;;;
doucement;;;
0;;;
en;;;
me;;;
disant;;;
"
";;;
quelque;;;
chose;;;
que;;;
je;;;
n';;;
entendis;;;
pas;;;
";";;;
puis;;;
il;;;
alla;;;
allumer;;;
les;;;
bougies;;;
"
";;;
et;;;
mettre;;;
sur;;;
la;;;
table;;;
une;;;
grande;;;
serviette;;;
blanche;;;
.;;;
En;;;
moi;;;
0;;;
meme;;;
je;;;
"
";;;
me;;;
disais;;;
:;;;
Pourquoi;;;
met;;;
-il;;;
le;;;
couvert;;;
?;;;
...;;;
Est;LOC;;
-ce;;;
que;;;
nous;;;
allons;;;
"
";;;
diner;;;
?;;;
...;;;
mais;;;
je;;;
n';;;
ai;;;
pas;;;
faimln;;;
"
";;;
La;MISC;;
nuit;MISC;;
tombait;;;
.;;;
Dehors;;;
0;;;
dans;;;
le;;;
jardin;;;
0;;;
des;;;
personnes;;;
de;;;
l';;;
h0tel;ORG;;
"
";;;
se;;;
faisaient;;;
des;;;
signes;;;
en;;;
regardant;;;
nos;;;
fenetres;;;
.;;;
Jacques;PER;;
et;;;
Pierrotte;PER;;
"
";;;
causaient;;;
toujours;;;
.;;;
De;;;
temps;;;
en;;;
temps;;;
0;;;
j';;;
entendais;;;
le;;;
Cevenol;PER;;
dire;;;
"
";;;
avec;;;
sa;;;
grosse;;;
voix;;;
pleine;;;
de;;;
larmes;;;
:;;;
Oui;;;
0;;;
monsieur;;;
Jacques;PER;;
...;;;
Oui;;;
0;;;
"
";;;
monsieur;;;
Jacques;PER;;
...;;;
Mais;;;
je;;;
n';;;
osais;;;
pas;;;
m';;;
approcher;;;
...;;;
A;;;
la;;;
fin;;;
0;;;
"
";;;
pourtant;;;
0;;;
Jacques;PER;;
m';;;
appela;;;
et;;;
me;;;
fit;;;
mettre;;;
a;;;
son;;;
chevet;;;
0;;;
a;;;
c6te;;;
de;;;
"
";;;
Pierrotte;LOC;;
:;;;
"
";;;
0;;;
Daniel;;;
0;;;
mon;;;
cheri;;;
0;;;
me;;;
dit;;;
-il;;;
0;;;
apres;;;
une;;;
longue;;;
pause;;;
0;;;
je;;;
suis;;;
"
";;;
bien;;;
triste;;;
d';;;
etre;;;
oblige;;;
de;;;
te;;;
quitter;;;
";";;;
mais;;;
une;;;
chose;;;
me;;;
console;;;
:;;;
"
";;;
je;;;
ne;;;
te;;;
laisse;;;
pas;;;
seul;;;
dans;;;
la;;;
vie;;;
...;;;
Il;;;
te;;;
restera;;;
Pierrotte;LOC;;
0;;;
le;;;
bon;;;
"
";;;
Pierrotte;LOC;;
0;;;
qui;;;
te;;;
pardonne;;;
et;;;
s';;;
engage;;;
a;;;
me;;;
remplacer;;;
pres;;;
de;;;
toi;;;
...;;;
"
";;;
0;;;
Ohl;PER;;
ouil;PER;;
monsieur;;;
Jacques;PER;;
0;;;
je;;;
m';;;
engage;;;
...;;;
c';;;
est;;;
bien;;;
le;;;
cas;;;
de;;;
"
";;;
le;;;
dire;;;
...;;;
je;;;
m';;;
engage;;;
..;;;
"
";;;
0;;;
Vois;;;
0;;;
tul;;;
mon;;;
pauvre;;;
petit;;;
0;;;
continua;;;
la;;;
mere;;;
Jacques;PER;;
0;;;
jamais;;;
"
";;;
ha;;;
toi;;;
seul;;;
tu;;;
ne;;;
parviendrais;;;
a;;;
reconstruire;;;
le;;;
foyer;;;
...;;;
Ce;;;
n';;;
est;;;
pas;;;
pour;;;
"
";;;
te;;;
faire;;;
dc;ORG;;
la;;;
peine;;;
0;;;
mais;;;
tu;;;
es;;;
un;;;
mauvais;;;
reconstructeur;;;
de;;;
foyer;;;
...;;;
"
";;;
Seulement;;;
0;;;
je;;;
crois;;;
qu';;;
aide;;;
de;;;
Pierrotte;ORG;;
tu;ORG;;
parviendras;ORG;;
a;;;
realiser;;;
notre;;;
"
";;;
reve;;;
...;;;
Je;;;
ne;;;
te;;;
demande;;;
pas;;;
d';;;
essayer;;;
de;;;
devenir;;;
un;;;
homme;;;
";";;;
je;;;
pense;;;
0;;;
"
";;;
comme;;;
l';;;
abbe;LOC;;
Germane;LOC;;
0;;;
que;;;
tu;;;
seras;;;
un;;;
enfant;;;
toute;;;
ta;;;
vie;;;
.;;;
Mais;;;
je;;;
"
";;;
te;;;
supplie;;;
d';;;
etre;;;
toujours;;;
un;;;
bon;;;
enfant;;;
0;;;
un;;;
brave;;;
enfant;;;
0;;;
et;;;
surtout;;;
...;;;
"
";;;
approche;;;
un;;;
peu;;;
0;;;
que;;;
je;;;
te;;;
dise;;;
ca;MISC;;
dans;;;
l';;;
oreille;;;
...;;;
et;;;
surtout;;;
de;;;
ne;;;
pas;;;
"
";;;
faire;;;
pleurer;;;
les;;;
yeux;;;
noirs;;;
.;;;
"
";;;
Ici;;;
0;;;
mon;;;
pauvre;;;
bien-aime;;;
se;;;
reposa;;;
encore;;;
un;;;
moment;;;
";";;;
puis;;;
il;;;
"
";;;
reprit;;;
:;;;
"
";;;
0;;;
Quand;;;
tout;;;
sera;;;
fini;;;
0;;;
tu;;;
ecriras;ORG;;
a;;;
papa;;;
et;;;
a;;;
maman;;;
.;;;
Seulement;;;
"
";;;
il;;;
faudra;;;
leur;;;
apprendre;;;
la;;;
chose;;;
par;;;
morceaux;;;
...;;;
En;;;
une;;;
seule;;;
fois;;;
cela;;;
"
";;;
leur;;;
ferait;;;
trop;;;
de;;;
mal;;;
...;;;
Comprends;;;
0;;;
tu;;;
0;;;
maintenant;;;
0;;;
pourquoi;;;
jez39;;;
"
";;;
n';;;
ai;;;
pas;;;
fait;;;
venir;;;
Mme;PER;;
Eyssette;PER;;
je;;;
ne;;;
voulais;;;
pas;;;
qu';;;
elle;;;
ft;;;
la;;;
.;;;
Ce;;;
"
";;;
sont;;;
de;;;
trop;;;
mauvais;;;
moments;;;
pour;;;
les;;;
meres;;;
...;;;
"
";;;
Il;;;
s';;;
interrompit;;;
et;;;
regarda;;;
du;;;
cote;;;
de;;;
la;;;
porte;;;
.;;;
"
";;;
--;;;
Voilh;PER;;
le;;;
bon;;;
Dieul;PER;;
dit;;;
-il;;;
en;;;
souriant;;;
.;;;
Et;;;
il;;;
nous;;;
fit;;;
signe;;;
de;;;
nous;;;
"
";;;
ecarter;;;
.;;;
"
";;;
C';;;
etait;;;
le;;;
viatique;;;
qu';;;
on;;;
apportait;;;
.;;;
Sur;;;
la;;;
nappe;;;
blanche;;;
0;;;
au;;;
milieu;;;
"
";;;
des;;;
cierges;;;
0;;;
l';;;
hostie;;;
et;;;
les;;;
saintes;;;
huiles;;;
prirent;;;
place;;;
.;;;
Apres;;;
quoi;;;
0;;;
le;;;
"
";;;
pretre;;;
s';;;
approcha;;;
du;;;
lit;;;
0;;;
et;;;
la;;;
ceremonie;;;
commenga;;;
...;;;
"
";;;
Quand;;;
ce;;;
fut;;;
fini;;;
0;;;
0;;;
ohl;;;
que;;;
le;;;
temps;;;
me;;;
sembla;;;
longl;;;
0;;;
quand;;;
"
";;;
ce;;;
fut;;;
fini;;;
0;;;
acques;;;
m';;;
appela;;;
doucement;;;
pres;;;
de;;;
lui;;;
:;;;
"
";;;
--;;;
Embrasse;MISC;;
-moi;MISC;;
0;;;
me;MISC;;
dit;MISC;;
-il;MISC;;
";";;;
et;;;
sa;;;
voix;;;
etait;;;
si;;;
faible;;;
qu';;;
il;;;
avait;;;
"
";;;
1'air;;;
de;;;
me;;;
parler;;;
de;;;
loin;;;
...;;;
Il;;;
devait;;;
etre;;;
loin;;;
en;;;
effet;;;
0;;;
depuis;;;
tantot;;;
"
";;;
douze;;;
heures;;;
que;;;
l';;;
horrible;;;
phtisie;;;
galopante;;;
l';;;
avait;;;
jete;;;
sur;;;
son;;;
dos;;;
"
";;;
maigre;;;
et;;;
l';;;
emportait;;;
vers;;;
la;;;
mort;;;
au;;;
triple;;;
galop;;;
...;;;
"
";;;
Alors;;;
0;;;
en;;;
m';;;
approchant;;;
pour;;;
l';;;
embrasser;;;
0;;;
ma;;;
main;;;
rencontra;;;
sa;;;
"
";;;
main;;;
0;;;
sa;;;
chere;;;
main;;;
toute;;;
moite;;;
des;;;
sueurs;;;
de;;;
l';;;
agonie;;;
.;;;
e;;;
m';;;
en;;;
emparai;;;
"
";;;
et;;;
je;;;
ne;;;
la;;;
quittai;;;
plus;;;
...;;;
Nous;;;
restames;;;
ainsi;;;
je;;;
ne;;;
sais;;;
combien;;;
de;;;
"
";;;
temps;;;
";";;;
peut;;;
0;;;
etre;;;
une;;;
heure;;;
0;;;
peut;;;
0;;;
etre;;;
une;;;
eternite;;;
0;;;
je;;;
ne;;;
sais;;;
pas;;;
du;;;
"
";;;
tout;;;
...;;;
Il;;;
ne;;;
me;;;
voyait;;;
plus;;;
0;;;
il;;;
ne;;;
me;;;
parlait;;;
plus;;;
.;;;
Seulement;;;
0;;;
a;;;
plusieurs;;;
"
";;;
reprises;;;
0;;;
sa;;;
main;;;
remua;;;
dans;;;
la;;;
mienne;;;
comme;;;
pour;;;
me;;;
dire;;;
:;;;
 ;;;
Je;;;
"
";;;
sens;;;
que;;;
tu;;;
es;;;
la;;;
0;;;
n;;;
Soudain;;;
un;;;
long;;;
soubresaut;;;
agita;;;
son;;;
pauvre;;;
corps;;;
"
";;;
des;;;
pieds;;;
a;;;
la;;;
tete;LOC;;
.;;;
e;LOC;;
vis;;;
ses;;;
yeux;;;
s';;;
ouvrir;;;
et;;;
regarder;;;
autour;;;
d';;;
eux;;;
"
";;;
pour;;;
chercher;;;
quelqu';;;
un;;;
";";;;
et;;;
0;;;
comme;;;
je;;;
me;;;
penchais;;;
sur;;;
lui;;;
0;;;
je;;;
l';;;
entendis;;;
"
";;;
dire;;;
deux;;;
fois;;;
tres;;;
doucement;;;
:;;;
a;;;
Jacques;PER;;
0;;;
tu;;;
es;;;
un;;;
ane;;;
...;;;
Jacques;PER;;
0;;;
tu;;;
"
";;;
es;;;
un;;;
anel;PER;;
...;;;
puis;;;
rien;;;
...;;;
il;;;
etait;;;
mort;;;
...;;;
"
";;;
...;;;
Ohl;PER;;
le;;;
revel;;;
...;;;
"
";;;
Il;;;
fit;;;
grand;;;
vent;;;
cette;;;
nuit;;;
0;;;
lh;;;
.;;;
Decembre;MISC;;
envoyait;;;
des;;;
poignees;;;
de;;;
"
";;;
gresil;PER;;
contre;;;
les;;;
vitres;;;
.;;;
Sur;;;
la;;;
table;;;
au;;;
bout;;;
de;;;
la;;;
chambre;;;
0;;;
un;;;
christ;;;
"
";;;
d';;;
argent;;;
flambait;;;
entre;;;
deux;;;
bougies;;;
.;;;
A;;;
genoux;;;
devant;;;
le;;;
Christ;PER;;
0;;;
un;;;
"
";;;
pretre;;;
que;;;
je;;;
ne;;;
connaissais;;;
pas;;;
priait;;;
d';;;
une;;;
voix;;;
forte;;;
0;;;
dans;;;
le;;;
bruit;;;
du;;;
"
";;;
vent;;;
...;;;
Moi;;;
0;;;
je;;;
ne;;;
priais;;;
pas;;;
";";;;
je;;;
ne;;;
pleurais;;;
pas;;;
non;;;
plus;;;
...;;;
Je;;;
n';;;
avais;;;
"
";;;
qu';;;
une;;;
idee;;;
0;;;
une;;;
idee;;;
fixe;;;
0;;;
c';;;
etait;;;
de;;;
rechauffer;;;
la;;;
main;;;
de;;;
mon;;;
bien-;;;
"
";;;
aime;;;
que;;;
je;;;
tenais;;;
etroitement;;;
serree;;;
dans;;;
les;;;
miennes;;;
.;;;
Helasl;ORG;;
plus;;;
le;;;
"
";;;
matin;;;
approchait;;;
0;;;
plus;;;
cette;;;
main;;;
devenait;;;
lourde;;;
et;;;
de;;;
glace;;;
...;;;
"
";;;
Tout;;;
 ;;;
coup;;;
le;;;
pretre;;;
qui;;;
recitait;;;
du;;;
latin;;;
la;;;
0;;;
bas;;;
0;;;
devant;;;
le;;;
christ;PER;;
0;;;
"
";;;
se;;;
leva;;;
et;;;
vint;;;
me;;;
frapper;;;
sur;;;
l';;;
epaule;;;
.;;;
"
";;;
0;;;
IEssaye;MISC;;
de;;;
prier;;;
0;;;
me;;;
dit;;;
-il;;;
...;;;
Cela;;;
te;;;
fera;;;
du;;;
bien;;;
.;;;
"
";;;
Alors;;;
seulement;;;
je;;;
le;;;
reconnus;;;
...;;;
C';;;
etait;;;
mon;;;
vieil;;;
ami;;;
du;;;
college;;;
dea4O;;;
"
";;;
LB;ORG;;
PETIT;ORG;;
CHOSE;;;
"
";;;
Sarlande;PER;;
0;;;
l';;;
abbe;LOC;;
Germane;LOC;;
lui;;;
0;;;
meme;;;
0;;;
avec;;;
sa;;;
belle;;;
figure;;;
mutilee;;;
et;;;
son;;;
"
";;;
air;;;
de;;;
dragon;;;
en;;;
soutane;;;
...;;;
La;;;
souffrance;;;
m';;;
avait;;;
tellement;;;
aneanti;;;
que;;;
"
";;;
je;;;
ne;;;
fus;;;
pas;;;
etonne;;;
de;;;
le;;;
voir;;;
.;;;
Cela;;;
me;;;
parut;;;
tout;;;
simple;;;
...;;;
Mais;;;
voici;;;
"
";;;
comment;;;
il;;;
etait;;;
la;;;
.;;;
"
";;;
Le;;;
jour;;;
oi;;;
le;;;
petit;;;
Chose;PER;;
quittait;;;
le;;;
college;;;
0;;;
l';;;
abbe;LOC;;
Germane;LOC;;
lui;;;
"
";;;
avait;;;
dit;;;
:;;;
;;;
ai;;;
bien;;;
un;;;
frere;;;
a;;;
Paris;LOC;;
0;;;
un;;;
brave;;;
homme;;;
de;;;
pretre;;;
...;;;
"
";;;
mais;;;
bastel;PER;;
 ;;;
quoi;;;
bon;;;
te;;;
donner;;;
son;;;
adresse;;;
...;;;
Je;;;
suis;;;
sur;;;
que;;;
tu;;;
"
";;;
n';;;
irais;;;
pas.n;;;
Voyez;MISC;;
un;;;
peu;;;
la;;;
destineel;;;
Ce;;;
frere;;;
de;;;
l';;;
abbe;LOC;;
etait;;;
cure;;;
de;;;
"
";;;
l';;;
eglise;LOC;;
Saint-Pierre;LOC;;
a;;;
Montmartre;LOC;;
0;;;
et;;;
c';;;
est;;;
lui;;;
que;;;
la;;;
pauvre;;;
mere;;;
"
";;;
Jacques;PER;;
avait;;;
appele;;;
h;;;
son;;;
lit;;;
de;;;
mort;;;
.;;;
Juste;;;
a;;;
ce;;;
moment;;;
0;;;
il;;;
se;;;
trouvait;;;
"
";;;
que;;;
l';;;
abbe;LOC;;
Germane;LOC;;
etait;;;
de;;;
passage;;;
a;;;
Paris;LOC;;
et;;;
logeait;;;
au;;;
presbytere;;;
...;;;
"
";;;
Le;;;
soir;;;
du;;;
 ;;;
decembre;;;
0;;;
son;;;
frere;;;
lui;;;
dit;;;
en;;;
rentrant;;;
:;;;
"
";;;
0;;;
e;;;
viens;;;
de;;;
porter;;;
l';;;
extreme;;;
0;;;
onction;;;
a;;;
un;;;
malheureux;;;
enfant;;;
"
";;;
qui;;;
meurt;;;
tout;;;
pres;;;
d';;;
ici;;;
.;;;
Il;;;
faudra;;;
prier;;;
pour;;;
lui;;;
0;;;
l';;;
abbel;;;
"
";;;
L';;;
abbe;;;
repondit;;;
:;;;
aJ';LOC;;
y;;;
penserai;;;
demain;;;
0;;;
en;;;
disant;;;
ma;;;
messe;;;
.;;;
Com-;MISC;;
"
";;;
ment;;;
s';;;
appelle;;;
-t;;;
-il;;;
?;;;
...;;;
"
";;;
0;;;
Attends;;;
...;;;
c';;;
est;;;
un;;;
nom;;;
du;;;
Midi;LOC;;
0;;;
assez;;;
difficile;;;
a;;;
retenir;;;
...;;;
"
";;;
Jacques;PER;;
Eyssette;PER;;
...;;;
Oui;;;
0;;;
c';;;
est;;;
cela;;;
...;;;
Iacques;PER;;
Eyssette;PER;;
..;;;
"
";;;
Ce;;;
nom;;;
rappela;;;
a;;;
l';;;
abbe;;;
certain;;;
petit;;;
pion;;;
de;;;
sa;;;
connaissance;;;
";";;;
et;;;
"
";;;
sans;;;
perdre;;;
une;;;
minute;;;
il;;;
courut;;;
 ;;;
l';;;
hotel;;;
Pilois;LOC;;
...;;;
En;;;
entrant;;;
0;;;
il;;;
m';;;
aper-;;;
"
";;;
cut;;;
debout;;;
0;;;
