Token;Label_LM;Label_CF;Label_MB
mois;;;
,;;;
plus;;;
que;;;
trois;;;
semainesln;;;
"
";;;
Car;;;
il;;;
savait;;;
bien;;;
qu';;;
au;;;
premier;;;
billet;;;
proteste;;;
tout;;;
serait;;;
decouvert;;;
,;;;
"
";;;
et;;;
que;;;
le;;;
martyre;;;
de;;;
son;;;
frere;;;
commencerait;;;
des;;;
ce;;;
jour;;;
-;;;
lh;;;
.;;;
Jusque;;;
"
";;;
dans;;;
son;;;
sommeil;;;
cette;;;
idee;;;
le;;;
poursuivait;;;
.;;;
Quelquefois;;;
il;;;
se;;;
reveil-;;;
"
";;;
lait;;;
en;;;
sursaut;;;
,;;;
le;;;
ceur;;;
serre;;;
,;;;
le;;;
visage;;;
inonde;;;
de;;;
larmes;;;
,;;;
avec;;;
le;;;
sou-;;;
"
";;;
venir;;;
confus;;;
d';;;
un;;;
reve;;;
terrible;;;
et;;;
singulier;;;
qu';;;
il;;;
venait;;;
d';;;
avoir;;;
.;;;
"
";;;
Ce;;;
reve;;;
,;;;
toujours;;;
le;;;
meme;;;
,;;;
revenait;;;
presque;;;
toutes;;;
les;;;
nuits;;;
.;;;
Cela;;;
"
";;;
se;;;
passait;;;
dans;;;
une;;;
chambre;;;
inconnue;;;
,;;;
ou;;;
il;;;
y;;;
avait;;;
une;;;
grande;;;
armoire;;;
"
";;;
h;;;
vieilles;;;
ferrures;;;
grimpantes;;;
.;;;
Jacques;PER;PER;PER
etait;;;
la;;;
,;;;
pale;;;
,;;;
horriblement;;;
pale;;;
,;;;
"
";;;
etendu;;;
sur;;;
un;;;
canape;;;
";";;;
il;;;
venait;;;
de;;;
mourir;;;
.;;;
Camille;PER;PER;PER
Pierrotte;PER;PER;PER
etait;;;
la;;;
,;;;
"
";;;
elle;;;
aussi;;;
,;;;
et;;;
,;;;
debout;;;
devant;;;
l';;;
armoire;;;
,;;;
elle;;;
cherchait;;;
a;;;
l';;;
ouvrir;;;
pour;;;
"
";;;
prendre;;;
un;;;
linceul;;;
.;;;
Seulement;;;
,;;;
elle;;;
ne;;;
pouvait;;;
pas;;;
y;;;
parvenir;;;
";";;;
et;;;
,;;;
"
";;;
tout;;;
en;;;
tatonnant;;;
avec;;;
la;;;
clef;;;
autour;;;
de;;;
la;;;
serrure;;;
,;;;
on;;;
l';;;
entendait;;;
dire;;;
"
";;;
d';;;
une;;;
voix;;;
navrante;;;
:;;;
Je;;;
ne;;;
peux;;;
pas;;;
ouvrir;;;
...;;;
J';;;
ai;;;
trop;;;
pleure;;;
...;;;
je;;;
"
";;;
n';;;
y;;;
vois;;;
plus;;;
...;;;
"
";;;
Quoiqu';;;
il;;;
voult;PER;PER;PER
s';;;
en;;;
defendre;;;
,;;;
ce;;;
reve;;;
l';;;
impressionnait;;;
au;;;
delha;;;
"
";;;
de;;;
la;;;
raison;;;
.;;;
Des;;;
qu';;;
il;;;
fermait;;;
les;;;
yeux;;;
,;;;
il;;;
revoyait;;;
Jacques;PER;PER;PER
etendu;;;
sur;;;
"
";;;
le;;;
canape;ORG;ORG;ORG
,;;;
et;;;
Camille;PER;PER;PER
,;;;
aveugle;;;
,;;;
devant;;;
l';;;
armoire;;;
...;;;
Tous;;;
ces;;;
remords;;;
,;;;
"
";;;
toutes;;;
ces;;;
terreurs;;;
,;;;
le;;;
rendaient;;;
de;;;
jour;;;
en;;;
jour;;;
plus;;;
sombre;;;
,;;;
plus;;;
irri-;;;
"
";;;
table;;;
.;;;
La;;;
creole;;;
,;;;
de;;;
son;;;
cote;;;
,;;;
n';;;
etait;;;
plus;;;
endurante;;;
.;;;
D';;;
ailleurs;;;
elle;;;
"
";;;
sentait;;;
vaguement;;;
qu';;;
il;;;
lui;;;
echappait;;;
,;;;
-;;;
sans;;;
qu';;;
elle;;;
st;;;
par;;;
oi;;;
-;;;
etz4;;;
"
";;;
LE;PER;PER;PER
PETIT;PER;PER;PER
CHOSE;;;
"
";;;
cela;;;
l';;;
exasperait;;;
.;;;
A;;;
tout;;;
moment;;;
,;;;
c';;;
etaient;;;
des;;;
scenes;;;
terribles;;;
,;;;
des;;;
"
";;;
cris;;;
,;;;
des;;;
injures;;;
,;;;
a;;;
se;;;
croire;;;
dans;;;
un;;;
bateau;;;
de;;;
blanchisseuses;;;
.;;;
"
";;;
Elle;;;
lui;;;
disait;;;
:;;;
 ;;;
Va;;;
-t;;;
-en;;;
avec;;;
ta;;;
Pierrotte;LOC;LOC;LOC
,;;;
te;;;
faire;;;
donner;;;
des;;;
ceurs;;;
"
";;;
de;;;
sucre;;;
.;;;
"
";;;
Et;;;
lui;;;
,;;;
tout;;;
de;;;
suite;;;
:;;;
a;;;
Retourne;;;
a;;;
ton;;;
Pacheco;PER;PER;PER
te;;;
faire;;;
fendre;;;
la;;;
"
";;;
levre.n;;;
"
";;;
Elle;;;
l';;;
appelait;;;
:;;;
a;;;
Bourgeoisln;PER;PER;PER
"
";;;
Il;;;
lui;;;
repondait;;;
:;;;
aCoquineln;PER;PER;PER
"
";PER;PER;PER
Puis;PER;PER;PER
ils;;;
fondaient;;;
en;;;
larmes;;;
et;;;
se;;;
pardonnaient;;;
genereusement;;;
"
";;;
pour;;;
recommencer;;;
le;;;
lendemain;;;
.;;;
"
";;;
C';;;
est;;;
ainsi;;;
qu';;;
ils;;;
vivaient;;;
,;;;
nonl;PER;PER;PER
qu';;;
ils;;;
croupissaient;;;
ensemble;;;
,;;;
"
";;;
rives;;;
au;;;
meme;;;
fer;;;
,;;;
couches;;;
dans;;;
le;;;
meme;;;
ruisseau;;;
...;;;
C';;;
est;;;
cette;;;
exis-;;;
"
";;;
tence;;;
fangeuse;;;
,;;;
ce;;;
sont;;;
ces;;;
heures;;;
miserables;;;
qui;;;
dfilent;;;
aujourd'hui;;;
"
";;;
devant;;;
mes;;;
yeux;;;
,;;;
quand;;;
je;;;
fredonne;;;
le;;;
refrain;;;
de;;;
la;;;
negresse;PER;PER;PER
,;;;
le;;;
bizarre;;;
"
";;;
et;;;
melancolique;;;
:;;;
"
";;;
Tolocototignan;PER;PER;PER
l;;;
Tolocototignan;;;
lYIII;;;
"
 ";;;
TT;ORG;ORG;ORG
rF;;;
"
 ";;;
lNlLlL;;;
V;MISC;MISC;MISC
IVlIN;MISC;MISC;MISC
1;MISC;MISC;MISC
"
";;;
C';;;
etait;;;
un;;;
soir;;;
,;;;
vers;;;
neuf;;;
heures;;;
,;;;
au;;;
theatre;LOC;LOC;LOC
Montparnasse;LOC;LOC;LOC
.;;;
Le;;;
"
";;;
petit;;;
Chose;PER;PER;PER
,;;;
qui;;;
jouait;;;
dans;;;
la;;;
premiere;;;
piece;;;
venait;;;
de;;;
finir;;;
et;;;
remon-;;;
"
";;;
tait;;;
dans;;;
sa;;;
loge;;;
.;;;
En;;;
montant;;;
,;;;
il;;;
se;;;
croisa;;;
avec;;;
Irma;PER;PER;PER
Borel;PER;PER;PER
qui;;;
allait;;;
"
";;;
entrer;;;
en;;;
scene;;;
.;;;
Elle;;;
etait;;;
rayonnante;;;
,;;;
toute;;;
en;;;
velours;;;
et;;;
en;;;
guipure;;;
,;;;
"
";;;
1'eventail;;;
au;;;
poing;;;
comme;;;
Celimene;PER;PER;PER
.;;;
"
";;;
--;;;
Viens;PER;PER;PER
dans;;;
la;;;
salle;;;
,;;;
lui;;;
dit;;;
-elle;;;
en;;;
passant;;;
,;;;
je;;;
suis;;;
en;;;
train;;;
..;;;
je;;;
"
";;;
serai;;;
tres;;;
belle;;;
.;;;
"
";;;
Il;;;
hata;;;
le;;;
pas;;;
vers;;;
sa;;;
loge;;;
et;;;
se;;;
deshabilla;;;
bien;;;
vite;;;
.;;;
Cette;;;
loge;;;
,;;;
qu';;;
il;;;
"
";;;
partageait;;;
avec;;;
deux;;;
camarades;;;
,;;;
etait;;;
un;;;
cabinet;;;
sans;;;
fenetre;;;
,;;;
bas;;;
de;;;
"
";;;
plafond;;;
,;;;
eclaire;;;
au;;;
schiste;;;
.;;;
Deux;;;
ou;;;
trois;;;
chaises;;;
de;;;
paille;;;
formaient;;;
"
";;;
l';;;
ameublement;;;
.;;;
Le;;;
long;;;
du;;;
mur;;;
pendaient;;;
des;;;
fragments;;;
de;;;
glace;;;
,;;;
"
";;;
des;;;
perruques;;;
defrisees;;;
,;;;
des;;;
guenilles;;;
a;;;
paillettes;;;
,;;;
velours;;;
fanes;;;
,;;;
dorures;;;
"
";;;
eteintes;;;
";";;;
a;;;
terre;;;
,;;;
dans;;;
un;;;
coin;;;
,;;;
des;;;
pots;;;
de;;;
rouge;;;
sans;;;
couvercles;;;
,;;;
des;;;
"
";;;
houppes;;;
a;;;
poudre;;;
de;;;
riz;;;
toutes;;;
deplumees;;;
.;;;
"
";;;
Le;;;
petit;;;
Chose;PER;PER;PER
etait;;;
la;;;
depuis;;;
un;;;
moment;;;
,;;;
en;;;
train;;;
de;;;
se;;;
desaffu-;;;
"
";;;
bler;;;
,;;;
quand;;;
il;;;
entendit;;;
un;;;
machiniste;;;
qui;;;
l';;;
appelait;;;
d';;;
en;;;
bas;;;
:;;;
a;;;
Mon-;;;
"
";;;
sieur;;;
Daniel;PER;PER;PER
l;PER;PER;PER
monsieur;PER;PER;PER
Daniel;PER;PER;PER
los;PER;PER;PER
Il;;;
sortit;;;
de;;;
sa;;;
loge;;;
et;;;
,;;;
penche;;;
sur;;;
le;;;
"
";;;
bois;;;
humide;;;
de;;;
la;;;
rampe;;;
,;;;
demanda;;;
:;;;
a;;;
Qu';;;
y;;;
a;;;
-t;;;
-il;;;
?;;;
 ;;;
Puis;;;
,;;;
voyant;;;
qu';;;
on;;;
"
";;;
ne;;;
repondait;;;
pas;;;
,;;;
il;;;
descendit;;;
,;;;
tel;;;
qu';;;
il;;;
etait;;;
,;;;
a;;;
peine;;;
vetu;;;
,;;;
barbouillezr6;PER;PER;PER
"
";PER;PER;PER
LE;PER;PER;PER
PETIT;PER;PER;PER
CHOSE;PER;PER;PER
"
";PER;PER;PER
de;PER;PER;PER
blanc;PER;PER;PER
et;;;
de;;;
rouge;;;
,;;;
avec;;;
sa;;;
grande;;;
perruque;;;
jaune;;;
qui;;;
lui;;;
tombait;;;
"
";;;
sur;;;
les;;;
yeux;;;
.;;;
"
";;;
Au;;;
bas;;;
de;;;
l';;;
escalier;;;
,;;;
il;;;
se;;;
heurta;;;
contre;;;
quelqu';;;
un;;;
.;;;
"
";;;
-;;;
Jacquesl;PER;PER;PER
cria;;;
-t;;;
-il;;;
en;;;
reculant;;;
.;;;
"
";;;
C';;;
etait;;;
acques;;;
...;;;
Ils;;;
se;;;
regarderent;;;
un;;;
moment;;;
,;;;
sans;;;
parler;;;
.;;;
A;;;
la;;;
"
";;;
fin;;;
,;;;
Jacques;PER;PER;PER
joignit;;;
les;;;
mains;;;
et;;;
murmura;;;
d';;;
une;;;
voix;;;
douce;;;
,;;;
pleine;;;
"
";;;
de;;;
larmes;;;
:;;;
Ohl;PER;PER;PER
Daniel;PER;PER;PER
lo;PER;PER;PER
Ce;PER;PER;PER
fut;;;
assez;;;
.;;;
Le;;;
petit;;;
Chose;PER;PER;PER
,;;;
remue;;;
jusqu';;;
au;;;
"
";;;
fond;;;
des;;;
entrailles;;;
,;;;
regarda;;;
autour;;;
de;;;
lui;;;
comme;;;
un;;;
enfant;;;
craintif;;;
et;;;
"
";;;
dit;;;
tout;;;
bas;;;
,;;;
si;;;
bas;;;
que;;;
son;;;
frere;;;
put;;;
a;;;
peine;;;
l';;;
entendre;;;
:;;;
 ;;;
Emmene-;MISC;MISC;MISC
"
";;;
moi;;;
d';;;
ici;;;
,;;;
Jacques;PER;PER;PER
.;;;
"
";;;
Jacques;PER;PER;PER
tressaillit;;;
";";;;
et;;;
,;;;
le;;;
prenant;;;
par;;;
la;;;
main;;;
,;;;
il;;;
l';;;
entraina;;;
dehors;;;
.;;;
"
";;;
Un;;;
fiacre;;;
,;;;
attendait;;;
a;;;
la;;;
porte;;;
";";;;
ils;;;
y;;;
monterent;;;
.;;;
aRue;PER;PER;PER
des;PER;PER;PER
Dames;PER;PER;PER
,;;;
aux;;;
"
";;;
Batignolleslo;LOC;LOC;LOC
cria;;;
la;;;
mere;;;
Jacques;PER;PER;PER
.;;;
C';;;
est;;;
mon;;;
quartierl;;;
repondit;;;
"
";;;
le;;;
cocher;;;
d';;;
une;;;
voix;;;
joyeuse;;;
,;;;
et;;;
la;;;
voiture;;;
s';;;
ebranla;;;
.;;;
"
";;;
.Jacques;MISC;MISC;MISC
etait;;;
a;;;
Paris;LOC;LOC;LOC
depuis;;;
deux;;;
jours;;;
.;;;
Il;;;
arrivait;;;
de;;;
Palerme;LOC;LOC;LOC
,;;;
"
";;;
oi;;;
une;;;
lettre;;;
de;;;
Pierrotte;LOC;LOC;LOC
-;LOC;LOC;LOC
qui;LOC;LOC;LOC
lui;;;
courait;;;
apres;;;
depuis;;;
trois;;;
mois;;;
-;;;
"
";;;
l';;;
avait;;;
enfin;;;
decouvert;;;
.;;;
Cette;;;
lettre;;;
,;;;
courte;;;
et;;;
sans;;;
phrases;;;
,;;;
lui;;;
appre-;;;
"
";;;
nait;;;
la;;;
disparition;;;
de;;;
Daniel;PER;PER;PER
.;;;
"
";;;
En;;;
la;;;
lisant;;;
,;;;
Jacques;PER;PER;PER
devina;;;
tout;;;
.;;;
Il;;;
se;;;
dit;;;
:;;;
L';;;
enfant;;;
fait;;;
des;;;
"
";;;
betises;;;
...;;;
Il;;;
faut;;;
que;;;
j';;;
y;;;
aille;;;
.;;;
:;;;
Et;;;
sur-le-champ;;;
il;;;
demanda;;;
un;;;
conge;;;
au;;;
"
";;;
marquis;;;
.;;;
"
";;;
-;;;
Un;;;
congel;MISC;MISC;MISC
fit;;;
le;;;
bonhomme;;;
en;;;
bondissant;;;
.;;;
Etes;;;
-vous;;;
fou;;;
?;;;
...;;;
"
";;;
Et;MISC;MISC;MISC
mes;MISC;MISC;MISC
memoires;MISC;MISC;MISC
...;MISC;MISC;MISC
"
";MISC;MISC;MISC
-;MISC;MISC;MISC
Rien;MISC;MISC;MISC
que;;;
huit;;;
jours;;;
,;;;
monsieur;;;
le;;;
marquis;;;
,;;;
le;;;
temps;;;
d';;;
aller;;;
et;;;
"
";;;
de;;;
revenir;;;
:;;;
il;;;
y;;;
va;;;
de;;;
la;;;
vie;;;
de;;;
mon;;;
frere;;;
.;;;
"
";;;
-;;;
Je;;;
me;;;
moque;;;
pas;;;
mal;;;
de;;;
votre;;;
frere;;;
...;;;
Est;LOC;LOC;LOC
-ce;;;
que;;;
vous;;;
n';;;
etiez;;;
"
";;;
pas;;;
prevenu;;;
,;;;
en;;;
entrant;;;
Avez;MISC;MISC;MISC
-vous;MISC;MISC;MISC
oublie;MISC;MISC;MISC
nos;MISC;MISC;MISC
conventions;MISC;MISC;MISC
"
";MISC;MISC;MISC
-;;;
Non;;;
,;;;
monsieur;;;
le;;;
marquis;;;
,;;;
mais;;;
...;;;
"
";;;
-;;;
Pas;;;
de;;;
mais;;;
qui;;;
tienne;;;
.;;;
Il;;;
en;;;
sera;;;
de;;;
vous;;;
comme;;;
des;;;
autres;;;
.;;;
"
";;;
Si;;;
vous;;;
quittez;;;
votre;;;
place;;;
pour;;;
huit;;;
jours;;;
,;;;
vous;;;
n';;;
y;;;
rentrerez;;;
jamais;;;
.;;;
"
";;;
Reflechissez;PER;PER;PER
la;;;
-;;;
dessus;;;
,;;;
je;;;
vous;;;
prie;;;
...;;;
Et;;;
tenezl;;;
pendant;;;
que;;;
vous;;;
faites;;;
"
";;;
vos;;;
reflexions;;;
,;;;
mettez;;;
-vous;;;
lha;ORG;ORG;ORG
.;;;
Je;;;
vais;;;
dicter;;;
.;;;
"
";;;
-;;;
C';;;
est;;;
tout;;;
reflechi;;;
,;;;
monsieur;;;
le;;;
marquis;;;
.;;;
Je;;;
m';;;
en;;;
vais;;;
.;;;
"
";;;
-;;;
Allez;;;
au;;;
diable;;;
.;;;
"
";;;
Sur;;;
quoi;;;
l';;;
intraitable;;;
vieillard;;;
prit;;;
son;;;
chapeau;;;
et;;;
se;;;
rendit;;;
au;;;
con-;;;
"
";;;
sulat;;;
francais;;;
pour;;;
s';;;
informer;;;
d';;;
un;;;
nouveau;;;
secretaire;;;
.;;;
"
";;;
acques;;;
partit;;;
le;;;
soir;;;
meme;ORG;ORG;ORG
.;;;
"
";;;
1;;;
-;;;
--;;;
"
";;;
II;;;
';;;
.;;;
,;;;
"
";;;
1i;;;
"
";;;
];;;
--;;;
"
";;;
";";;;
-;;;
"
 ";;;
1-;;;
"
";;;
1-;;;
"

";;;
r;;;
I;LOC;LOC;LOC
"
";;;
rg;;;
"
";;;
.;;;
"
";;;
1;;;
"
";;;
r--;;;
"
";;;
i;;;
--;;;
l;;;
"
";;;
.;;;
1;;;
"
";;;
c;;;
"
";;;
ZY;LOC;LOC;LOC
.;;;
"
";;;
I)y;;;
"
";;;
1;;;
"
";;;
:1;;;
"
";;;
Md;MISC;MISC;MISC
"
";MISC;MISC;MISC
M;MISC;MISC;MISC
"

";MISC;MISC;MISC
r;MISC;MISC;MISC
"
";MISC;MISC;MISC
N;MISC;MISC;MISC
..;MISC;MISC;MISC
"
";MISC;MISC;MISC
1;MISC;MISC;MISC
"

";MISC;MISC;MISC
D.;MISC;MISC;MISC
"
";MISC;MISC;MISC
cA;LOC;LOC;LOC
-;LOC;LOC;LOC
l;LOC;LOC;LOC
"
";;;
,;;;
N3;LOC;LOC;LOC
"
";;;
r;;;
"
";;;
1;;;
K;MISC;MISC;MISC
"
";MISC;MISC;MISC
A;MISC;MISC;MISC
"
";MISC;MISC;MISC
-L.;MISC;MISC;MISC
"

";MISC;MISC;MISC
:1;MISC;MISC;MISC
"
";;;
1(U;;;
"
";;;
=;;;
Ci;;;
"


";;;
I;LOC;LOC;LOC
"
";;;
];;;
"
 ";;;
);;;
/;;;
"
";;;
.;;;
"
 ";;;
19;;;
"
";;;
A;MISC;MISC;MISC
"
";MISC;MISC;MISC
L;MISC;MISC;MISC
"
";MISC;MISC;MISC
is;MISC;MISC;MISC
.;;;
"
";;;
d;;;
"
";;;
Y;LOC;LOC;LOC
-;LOC;LOC;LOC
N;LOC;LOC;LOC
"
 ";;;
,;;;
"
";;;
-;;;
"
";;;
L;;;
';;;
"
";;;
.;;;
"
";;;
x=-;PER;PER;PER
"
";;;
i.;;;
"

";;;
xee;;;
"
";;;
-;;;
"
";;;
L';;;
ENLEvEMENT;;;
"
";;;
zn;;;
"
";;;
En;MISC;MISC;MISC
arrivant;MISC;MISC;MISC
a;MISC;MISC;MISC
Paris;MISC;MISC;MISC
,;;;
il;;;
courut;;;
rue;LOC;LOC;LOC
Bonaparte;LOC;LOC;LOC
.;;;
Mon;;;
frere;;;
est;;;
la-;PER;PER;PER
"
";PER;PER;PER
haut;PER;PER;PER
n;;;
cria;;;
-t;;;
-il;;;
au;;;
portier;;;
qui;;;
fumait;;;
sa;;;
pipe;;;
dans;;;
la;;;
cour;;;
,;;;
a;;;
califour-;;;
"
";;;
chon;;;
sur;;;
la;;;
fontaine;;;
.;;;
Le;;;
portier;;;
se;;;
mit;;;
a;;;
rire;;;
:;;;
Il;;;
y;;;
a;;;
beau;;;
temps;;;
qu';;;
il;;;
"
";;;
court;;;
,;;;
dit;;;
-il;;;
sournoisement;;;
.;;;
"
";;;
Il;;;
voulait;;;
faire;;;
le;;;
discret;;;
,;;;
mais;;;
une;;;
piece;;;
de;;;
cent;;;
sous;;;
lui;;;
desserra;;;
"
";;;
les;;;
dents;;;
.;;;
Alors;;;
il;;;
raconta;;;
que;;;
depuis;;;
longtemps;;;
le;;;
petit;;;
du;;;
cinquieme;;;
"
";;;
et;;;
la;;;
dame;;;
du;;;
premier;;;
avaient;;;
disparu;;;
,;;;
qu';;;
ils;;;
se;;;
cachaient;;;
on;;;
ne;;;
sait;;;
"
";;;
oi;;;
,;;;
dans;;;
quelque;;;
coin;;;
de;;;
Paris;LOC;LOC;LOC
,;;;
mais;;;
ensemble;;;
a;;;
coup;;;
sur;;;
,;;;
car;;;
la;;;
negresse;PER;PER;PER
"
";PER;PER;PER
Coucou;PER;PER;PER
-;PER;PER;PER
Blanc;PER;PER;PER
venait;;;
tous;;;
les;;;
mois;;;
voir;;;
s';;;
il;;;
n';;;
y;;;
avait;;;
rien;;;
pour;;;
eux;;;
.;;;
"
";;;
Il;;;
ajouta;;;
que;;;
M.;PER;PER;PER
Daniel;PER;PER;PER
,;;;
en;;;
partant;;;
,;;;
avait;;;
oublie;;;
de;;;
lui;;;
donner;;;
conge;;;
,;;;
"
";;;
et;;;
qu';;;
on;;;
lui;;;
devait;;;
les;;;
loyers;;;
des;;;
quatre;;;
derniers;;;
mois;;;
sans;;;
parler;;;
"
";;;
d';;;
autres;;;
menues;;;
dettes;;;
.;;;
"
";;;
--;;;
C';;;
est;;;
bien;;;
,;;;
dit;;;
Jacques;PER;PER;PER
,;;;
tout;;;
sera;;;
paye;;;
.;;;
Et;;;
sans;;;
perdre;;;
une;;;
minute;;;
,;;;
"
";;;
sans;;;
prendre;;;
seulement;;;
le;;;
temps;;;
de;;;
secouer;;;
la;;;
poussiere;;;
du;;;
voyage;;;
,;;;
"
";;;
il;;;
se;;;
mit;;;
a;;;
la;;;
recherche;;;
de;;;
son;;;
enfant;;;
.;;;
"
";;;
Il;;;
alla;;;
d';;;
abord;;;
chez;;;
l';;;
imprimeur;;;
,;;;
pensant;;;
avec;;;
raison;;;
que;;;
le;;;
dep6;;;
t;ORG;ORG;ORG
"
";ORG;ORG;ORG
general;ORG;ORG;ORG
de;ORG;ORG;ORG
la;ORG;ORG;ORG
Comedie;ORG;ORG;ORG
pastorale;ORG;ORG;ORG
etant;ORG;ORG;ORG
la;;;
,;;;
Daniel;PER;PER;PER
devait;;;
y;;;
venir;;;
souvent;;;
.;;;
"
";;;
-;;;
';;;
allais;;;
vous;;;
ecrire;;;
,;;;
lui;;;
dit;;;
l';;;
imprimeur;;;
en;;;
le;;;
voyant;;;
entrer;;;
.;;;
"
";;;
Vous;;;
savez;;;
que;;;
le;;;
premier;;;
billet;;;
echoit;;;
dans;;;
quatre;;;
jours;;;
.;;;
"
";;;
Jacques;PER;PER;PER
repondit;;;
sans;;;
s';;;
emouvoir;;;
:;;;
J';;;
y;;;
ai;;;
songe;;;
...;;;
Des;;;
demain;;;
"
";;;
j';;;
irai;;;
faire;;;
ma;;;
tournee;;;
chez;;;
les;;;
libraires;;;
.;;;
Ils;;;
ont;;;
de;;;
l';;;
argent;;;
a;;;
me;;;
remet-;;;
"
";;;
tre;;;
.;;;
La;;;
vente;;;
a;;;
tres;;;
bien;;;
marche.n;;;
"
";;;
L';;;
imprimeur;;;
ouvrit;;;
demesurement;;;
ses;;;
gros;;;
yeux;;;
bleu;;;
d';;;
Alsace;LOC;LOC;LOC
.;;;
"
";;;
-;;;
Comment;;;
?;;;
...;;;
La;;;
vente;;;
a;;;
bien;;;
marchel;;;
Qui;;;
vous;;;
a;;;
dit;;;
celak;;;
"
";;;
acques;;;
palit;;;
,;;;
pressentant;;;
une;;;
catastrophe;;;
.;;;
"
";;;
-;;;
Regardez;;;
donc;;;
dans;;;
ce;;;
coin;;;
,;;;
continua;;;
1'Alsacien;;;
,;;;
tous;;;
ces;;;
"
";;;
volumes;;;
empiles;;;
.;;;
C';;;
est;;;
la;;;
Comeidie;LOC;LOC;LOC
pastorale;;;
:;;;
Depuis;;;
cinq;;;
mois;;;
qu';;;
elle;;;
"
";;;
est;;;
dans;;;
le;;;
commerce;;;
,;;;
on;;;
n';;;
en;;;
a;;;
vendu;;;
qu';;;
un;;;
exemplaire;;;
.;;;
A;;;
la;;;
fin;;;
,;;;
"
";;;
les;;;
libraires;;;
se;;;
sont;;;
lasses;;;
et;;;
m';;;
ont;;;
renvoye;;;
les;;;
volumes;;;
qu';;;
ils;;;
avaient;;;
"
";;;
en;;;
depot;;;
.;;;
A;;;
l';;;
heure;;;
qu';;;
il;;;
est;;;
,;;;
tout;;;
cela;;;
n';;;
est;;;
plus;;;
bon;;;
qu';;;
h;;;
vendre;;;
au;;;
"
";;;
poids;;;
du;;;
papier;;;
.;;;
C';;;
est;;;
dommage;;;
";";;;
c';;;
etait;;;
bien;;;
imprime;;;
.;;;
"
";;;
Chaque;;;
parole;;;
de;;;
cet;;;
homme;;;
tombait;;;
sur;;;
la;;;
tete;;;
de;;;
acques;;;
comme;;;
"
";;;
un;;;
coup;;;
de;;;
canne;;;
plombee;;;
,;;;
mais;;;
ce;;;
qui;;;
l';;;
acheva;;;
,;;;
ce;;;
fut;;;
d';;;
apprendre;;;
"
";;;
que;;;
Daniel;PER;PER;PER
,;;;
en;;;
son;;;
nom;;;
,;;;
avait;;;
emprunte;;;
de;;;
l';;;
argent;;;
a;;;
l';;;
imprimeur;;;
.;;;
"
";;;
-;;;
Pas;;;
plus;;;
tard;;;
qu';;;
hier;;;
,;;;
dit;;;
l';;;
impitoyable;;;
Alsacien;PER;PER;PER
,;;;
il;;;
m';;;
a;;;
envoye;;;
"
";;;
une;;;
horrible;;;
negresse;PER;PER;PER
pour;;;
me;;;
demander;;;
deux;;;
louis;PER;PER;PER
";";;;
mais;;;
j';;;
ai;;;
refuse;;;
"
";;;
net;;;
.;;;
D';;;
abord;;;
,;;;
parce;;;
que;;;
ce;;;
mysterieux;;;
commissionnaire;;;
a;;;
tete;;;
de;;;
"
";;;
ramoneur;;;
ne;;;
m';;;
inspirait;;;
pas;;;
confiance;;;
";";;;
et;;;
puis;;;
,;;;
vous;;;
comprenez;;;
,;;;
zr8;;;
"
";;;
LE;ORG;ORG;ORG
PETIT;ORG;ORG;ORG
COSE;ORG;ORG;ORG
"
";;;
monsieur;;;
Eyssette;PER;PER;PER
,;;;
moi;;;
,;;;
je;;;
ne;;;
suis;;;
pas;;;
riche;;;
,;;;
et;;;
cela;;;
fait;;;
deja;;;
plus;;;
de;;;
"
";;;
quatre;;;
cents;;;
francs;;;
que;;;
j';;;
avance;;;
a;;;
votre;;;
frere;;;
.;;;
"
";;;
-;;;
Je;;;
le;;;
sais;;;
,;;;
repondit;;;
fierement;;;
la;;;
mere;;;
acques;;;
,;;;
mais;;;
soyez;;;
sans;;;
"
";;;
inquietude;;;
,;;;
cet;;;
argent;;;
sera;;;
bientot;;;
rendu;;;
.;;;
Puis;;;
il;;;
sortit;;;
bien;;;
vite;;;
,;;;
de;;;
"
";;;
peur;;;
de;;;
laisser;;;
voir;;;
son;;;
emotion;;;
.;;;
Dans;;;
la;;;
rue;;;
,;;;
il;;;
fut;;;
oblige;;;
de;;;
s';;;
asseoir;;;
"
";;;
sur;;;
une;;;
borne;;;
.;;;
Les;;;
jambes;;;
lui;;;
manquaient;;;
.;;;
Son;;;
enfant;;;
en;;;
fuite;;;
,;;;
sa;;;
"
";;;
place;;;
perdue;;;
,;;;
l';;;
argent;;;
de;;;
l';;;
imprimeur;;;
a;;;
rendre;;;
,;;;
la;;;
chambre;;;
,;;;
le;;;
porticr;ORG;ORG;ORG
,;;;
"
";;;
1'echeance;;;
du;;;
surlendemain;;;
,;;;
tout;;;
cela;;;
bourdonnait;;;
,;;;
tourbillonnait;;;
"
";;;
dans;;;
sa;;;
cervelle;;;
...;;;
Tout;;;
a;;;
coup;;;
il;;;
se;;;
leva;;;
:;;;
 ;;;
D';;;
abord;;;
les;;;
dettes;;;
,;;;
se;;;
"
";;;
dit;;;
-il;;;
,;;;
c';;;
est;;;
le;;;
plus;;;
presse.n;;;
Et;MISC;MISC;MISC
malgre;MISC;MISC;MISC
la;MISC;MISC;MISC
lache;MISC;MISC;MISC
conduite;MISC;MISC;MISC
de;;;
son;;;
frere;;;
"
";;;
envers;;;
les;;;
Pierrotte;LOC;LOC;LOC
