Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
 ;;;;;
ce;;;;;
que;;;;;
tu;;;;;
dis;;;;;
ni;;;;;
i;;;;;
ce;;;;;
que;;;;;
tu;;;;;
"
";;;;;
fais;;;;;
.;;;;;
"
";;;;;
Pierre;PER;PER;PER;PER;PER
gurit;PER;PER;PER;PER;PER
,;;;;;
puis;;;;;
retombe;;;;;
malade;;;;;
.;;;;;
"
";;;;;
Pierre;PER;PER;PER;PER;PER
guerit;PER;PER;PER;PER;PER
au;;;;;
bout;;;;;
de;;;;;
trois;;;;;
mois;;;;;
.;;;;;
Quand;;;;;
la;;;;;
"
";;;;;
plais;;;;;
fut;;;;;
ferm6e;;;;;
,;;;;;
M.;;;;;
le;;;;;
r6;ORG;ORG;ORG;ORG;ORG
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
a;;;;;
Maintenant;ORG;ORG;ORG;ORG;ORG
,;;;;;
mon;;;;;
ami;;;;;
,;;;;;
il;;;;;
ne;;;;;
faut;;;;;
plus;;;;;
penser;;;;;
"
 ";;;;;
cultiver;;;;;
la;;;;;
terre;;;;;
,;;;;;
cherche;;;;;
un;;;;;
autre;;;;;
moyen;;;;;
do;;;;;
"
";;;;;
gagner;;;;;
votre;;;;;
vie;;;;;
.;;;;;
"
";;;;;
-;;;;;
Que;;;;;
voulez;;;;;
-vous;;;;;
donc;;;;;
que;;;;;
je;;;;;
fasse;;;;;
,;;;;;
monsieur;;;;;
"
";;;;;
le;;;;;
cur6;;;;;
"
";;;;;
-;;;;;
Apprenez;;;;;
un;;;;;
etat;;;;;
qui;;;;;
ne;;;;;
fatigue;;;;;
pas;;;;;
yos;PER;PER;PER;PER;PER
"
";;;;;
jambes;;;;;
.;;;;;
A0;LOC;LOC;LOC;LOC;LOC
"
";;;;;
0uAIRllM;;;;;
PARTIH;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
-;;;;;
Muis;;;;;
j';;;;;
ui;;;;;
vingtoeinq;;;;;
uns;;;;;
";";;;;;
et;;;;;
il;;;;;
et;;;;;
ian;MISC;MISC;MISC;MISC;MISC
dur;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
mon;MISC;MISC;MISC;MISC;MISC
age;MISC;MISC;MISC;MISC;MISC
dentrer;;;;;
an;;;;;
apprntisasage;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
-;;;;;
Il;;;;;
aerait;;;;;
anaeore;;;;;
plus;;;;;
dur;;;;;
d';;;;;
aller;;;;;
mendier;;;;;
,;;;;;
"
";;;;;
mon;;;;;
oher;;;;;
";";;;;;
le;;;;;
mal;;;;;
ne;;;;;
se;;;;;
fait;;;;;
jamais;;;;;
,;;;;;
en;;;;;
oe;;;;;
mnde;;;;;
,;;;;;
"
";;;;;
qua;;;;;
la;;;;;
punitian;ORG;ORG;ORG;ORG;ORG
na;ORG;ORG;ORG;ORG;ORG
le;;;;;
asuive;;;;;
tdt;PER;PER;PER;PER;PER
ou;;;;;
tard;;;;;
,;;;;;
Vous;MISC;MISC;MISC;MISC;MISC
avez;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
anqu6;MISC;MISC;MISC;MISC;MISC
de;;;;;
conflianee;PER;PER;PER;PER;PER
aen;PER;PER;PER;PER;PER
Dieu;PER;PER;PER;PER;PER
et;;;;;
en;;;;;
votra;PER;PER;PER;PER;PER
mre;PER;PER;PER;PER;PER
,;;;;;
"
";;;;;
tqui;;;;;
raeprtsentait;;;;;
pour;;;;;
vous;;;;;
sa;;;;;
providenee;PER;PER;PER;PER;PER
sur;;;;;
la;;;;;
"
";;;;;
terre;;;;;
,;;;;;
et;;;;;
vus;;;;;
voilh;PER;PER;PER;PER;PER
ineupuable;PER;PER;PER;PER;PER
de;;;;;
travailler;;;;;
comme;;;;;
"
";;;;;
tout;;;;;
lo;;;;;
monde;;;;;
.;;;;;
Il;;;;;
n';;;;;
y;;;;;
a;;;;;
dono;;;;;
pus;;;;;
a;;;;;
murmurer;;;;;
,;;;;;
"
";;;;;
pulisue;;;;;
vous;;;;;
8tas;;;;;
l';;;;;
auteur;;;;;
de;;;;;
votre;;;;;
mul;;;;;
";";;;;;
et;;;;;
,;;;;;
quoei;;;;;
"
";;;;;
que;;;;;
vous;;;;;
soyez;;;;;
gueri;;;;;
,;;;;;
rappelez;;;;;
-vous;;;;;
que;;;;;
vous;;;;;
ne;;;;;
"
";;;;;
vous;;;;;
servire;;;;;
iamuis;MISC;MISC;MISC;MISC;MISC
de;;;;;
vos;;;;;
jambes;;;;;
comme;;;;;
vous;;;;;
"
";;;;;
le;;;;;
taisiez;;;;;
aupuaravunt;PER;PER;PER;PER;PER
sans;;;;;
quelles;;;;;
redeviennent;;;;;
"
";;;;;
malades;;;;;
.;;;;;
s;;;;;
"
";;;;;
Quand;;;;;
M.;;;;;
le;;;;;
eur6;MISC;MISC;MISC;MISC;MISC
fut;;;;;
sorti;;;;;
,;;;;;
Marguerite;MISC;MISC;MISC;MISC;MISC
dit;MISC;MISC;MISC;MISC;MISC
i;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
Pierre;MISC;MISC;MISC;MISC;MISC
:;;;;;
"
";;;;;
s;;;;;
Buh;PER;PER;PER;PER;PER
l;PER;PER;PER;PER;PER
M;PER;PER;PER;PER;PER
,;;;;;
le;;;;;
cur6;ORG;ORG;ORG;ORG;ORG
dit;;;;;
ga;;;;;
";";;;;;
mais;;;;;
tu;;;;;
peux;;;;;
bien;;;;;
aller;;;;;
"
 ";;;;;
la;;;;;
charrue;;;;;
,;;;;;
a;;;;;
prsent;;;;;
que;;;;;
tu;;;;;
n';;;;;
as;;;;;
plus;;;;;
de;;;;;
mal;;;;;
.;;;;;
o;;;;;
"
";;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
,;;;;;
qui;;;;;
se;;;;;
sentait;;;;;
fort;;;;;
,;;;;;
se;;;;;
louu;;;;;
comme;;;;;
labou-;;;;;
"
";;;;;
rFeur;;;;;
.;;;;;
"
";;;;;
.;;;;;
Mais;;;;;
,;;;;;
au;;;;;
bout;;;;;
dun;;;;;
mois;;;;;
,;;;;;
il;;;;;
revint;;;;;
chez;;;;;
son;;;;;
"
";;;;;
frere;;;;;
,;;;;;
plus;;;;;
malade;;;;;
que;;;;;
la;;;;;
premibere;;;;;
fois;;;;;
.;;;;;
"
";;;;;
Marguerite;PER;PER;PER;PER;PER
vient;;;;;
enaore;PER;PER;PER;PER;PER
ohaercher;PER;PER;PER;PER;PER
eanne;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Marguerite;PER;PER;PER;PER;PER
alla;;;;;
trouver;;;;;
Ieanne;LOC;LOC;LOC;LOC;LOC
,;;;;;
et;;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
.;;;;;
a;;;;;
Il;;;;;
fhaut;;;;;
pourtant;;;;;
que;;;;;
tu;;;;;
ailles;;;;;
chaz;;;;;
M.;;;;;
le;;;;;
cure6;;;;;
"
";;;;;
pour;;;;;
le;;;;;
prier;;;;;
de;;;;;
venir;;;;;
voir;;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
,;;;;;
qui;;;;;
est;;;;;
revenu;;;;;
";";;;;;
"
";;;;;
moi;;;;;
,;;;;;
je;;;;;
n';;;;;
oserais;;;;;
pas;;;;;
.;;;;;
"
";;;;;
-;;;;;
Pourquoei;;;;;
done;;;;;
est-cee;;;;;
qu';;;;;
il;;;;;
est;;;;;
eneore;;;;;
ma-;;;;;
"
";;;;;
lade;;;;;
?;;;;;
"
";;;;;
-;;;;;
ll;;;;;
est;;;;;
pis;;;;;
que;;;;;
jamais;;;;;
.;;;;;
nJHBANNI;;;;;
vLVE;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Eo0I;LOC;LOC;LOC;LOC;LOC
"
";;;;;
leunnae;;;;;
alla;;;;;
hareher;PER;PER;PER;PER;PER
M;PER;PER;PER;PER;PER
,;;;;;
la;;;;;
euro;;;;;
,;;;;;
ui;;;;;
reeula;;;;;
en;;;;;
"
";;;;;
voyunt;;;;;
les;;;;;
deux;;;;;
jamhes;;;;;
da;PER;PER;PER;PER;PER
Piarre;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
a;;;;;
Malheureux;;;;;
guargun;;;;;
l;;;;;
vous;;;;;
nvez;PER;PER;PER;PER;PER
done;PER;PER;PER;PER;PER
pus;;;;;
tenu;;;;;
"
";;;;;
ompto;;;;;
de;;;;;
ao;;;;;
quo;;;;;
je;;;;;
vous;;;;;
ai;;;;;
dit;;;;;
"
";;;;;
-;;;;;
Damel;;;;;
quand;;;;;
];;;;;
';;;;;
ai;;;;;
vu;;;;;
,;;;;;
monsieur;;;;;
,;;;;;
que;;;;;
vous;;;;;
"
";;;;;
n';;;;;
avias;;;;;
si;;;;;
bien;;;;;
guiri;;;;;
,;;;;;
jai;PER;PER;PER;PER;PER
oru;PER;PER;PER;PER;PER
que;;;;;
je;;;;;
pouvuais;;;;;
tra-;;;;;
"
";;;;;
vailler;;;;;
comme;;;;;
les;;;;;
autres;;;;;
.;;;;;
"
";;;;;
leunne;;;;;
reguarda;PER;PER;PER;PER;PER
Muargusritoe;PER;PER;PER;PER;PER
,;;;;;
qui;;;;;
rougit;;;;;
at;;;;;
d6-;;;;;
"
";;;;;
tourna;;;;;
la;;;;;
tete;;;;;
.;;;;;
"
";;;;;
a;;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
,;;;;;
je;;;;;
vous;;;;;
lai;PER;PER;PER;PER;PER
djh;PER;PER;PER;PER;PER
dit;;;;;
,;;;;;
on;;;;;
est;;;;;
toujours;;;;;
"
";;;;;
puni;;;;;
quand;;;;;
on;;;;;
fait;;;;;
mal;;;;;
.;;;;;
Vous;;;;;
n';;;;;
uve;;;;;
pas;;;;;
voulu;;;;;
"
";;;;;
me;;;;;
croire;;;;;
,;;;;;
Ioi;PER;PER;PER;PER;PER
,;;;;;
votre;;;;;
pasteur;;;;;
,;;;;;
et;;;;;
qui;;;;;
vous;;;;;
ai;;;;;
soi-;;;;;
"
";;;;;
gn6;PER;PER;PER;PER;PER
si;;;;;
longtemps;;;;;
";";;;;;
aujourdhui;;;;;
,;;;;;
je;;;;;
ne;;;;;
puis;;;;;
plus;;;;;
"
";;;;;
vous;;;;;
gurir;;;;;
,;;;;;
parce;;;;;
qu';;;;;
il;;;;;
vous;;;;;
faut;;;;;
des;;;;;
soins;;;;;
et;;;;;
une;;;;;
"
";;;;;
nourriture;;;;;
que;;;;;
vous;;;;;
ne;;;;;
pourrez;;;;;
pas;;;;;
trouver;;;;;
che;;;;;
"
";;;;;
votre;;;;;
frre;PER;PER;PER;PER;PER
.;;;;;
Je;;;;;
vais;;;;;
tacher;;;;;
de;;;;;
vous;;;;;
faire;;;;;
entrer;;;;;
i;;;;;
"
";;;;;
1'h0pital;;;;;
da;LOC;LOC;LOC;LOC;LOC
Bourges;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
-;;;;;
A;;;;;
l';;;;;
hopital;;;;;
,;;;;;
monsieurl;LOC;LOC;LOC;LOC;LOC
"
";;;;;
-;;;;;
0Oui;;;;;
,;;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
,;;;;;
a;;;;;
l';;;;;
hpital;;;;;
";";;;;;
vous;;;;;
y;;;;;
serez;;;;;
bien;;;;;
"
";;;;;
trait6;;;;;
";";;;;;
je;;;;;
vous;;;;;
reeommanderai;;;;;
aux;;;;;
surs;;;;;
et;;;;;
i;;;;;
"
";;;;;
M.;;;;;
';;;;;
aumonier;;;;;
,;;;;;
qui;;;;;
s';;;;;
oeeuperont;;;;;
de;;;;;
vous;;;;;
trouver;;;;;
"
";;;;;
un;;;;;
apprentissage;;;;;
quand;;;;;
vous;;;;;
serez;;;;;
guri;;;;;
.;;;;;
Je;;;;;
ne;;;;;
"
";;;;;
vois;;;;;
que;;;;;
trois;;;;;
6tats;;;;;
qui;;;;;
vous;;;;;
conviennent;;;;;
:;;;;;
tailleur;;;;;
,;;;;;
"
";;;;;
cordonnier;;;;;
ou;;;;;
tisserand;;;;;
";";;;;;
eneore;;;;;
les;;;;;
jambes;;;;;
fati-;;;;;
];;;;;
"
";;;;;
guent;;;;;
-;;;;;
elles;;;;;
trop;;;;;
dans;;;;;
ce;;;;;
dernier;;;;;
mtier;;;;;
.;;;;;
"
";;;;;
-;;;;;
ionten;;;;;
i;;;;;
one;;;;;
,;;;;;
aimeris;PER;PER;PER;PER;PER
lcs;PER;PER;PER;PER;PER
do;PER;PER;PER;PER;PER
uil-1;;;;;
"
";;;;;
leur;;;;;
";";;;;;
je;;;;;
sais;;;;;
tenir;;;;;
une;;;;;
aiguille;;;;;
,;;;;;
parce;;;;;
que;;;;;
je;;;;;
fais;;;;;
"
";;;;;
des;;;;;
chapeaux;;;;;
de;;;;;
puille;;;;;
,;;;;;
et;;;;;
je;;;;;
sens;;;;;
que;;;;;
je;;;;;
n';;;;;
y;;;;;
serais;;;;;
"
";;;;;
pas;;;;;
maladroit;;;;;
.;;;;;
n0;;;;;
"
";;;;;
MIIEME;;;;;
ARIR;;;;;
.;;;;;
"
";;;;;
Le;;;;;
etit;;;;;
ouis;;;;;
no;;;;;
osnnait;;;;;
pas;;;;;
la;;;;;
dangaer;;;;;
.;;;;;
"
";;;;;
longtemps;;;;;
aprs;;;;;
,;;;;;
 ;;;;;
jur;;;;;
qu;;;;;
M.;;;;;
le;;;;;
our;;;;;
dtait;;;;;
];;;;;
"
";;;;;
ohes;;;;;
lenno;;;;;
,;;;;;
on;;;;;
ontendit;;;;;
ciar;;;;;
sur;;;;;
le;;;;;
chemin;;;;;
.;;;;;
Ils;;;;;
];;;;;
"
";;;;;
ase;PER;PER;PER;PER;PER
mirent;;;;;
sur;;;;;
la;;;;;
glerie;;;;;
paur;;;;;
voir;;;;;
so;;;;;
qui;;;;;
asuasion-;;;;;
];;;;;
"
";;;;;
nait;;;;;
oa;ORG;ORG;ORG;ORG;ORG
bruit;ORG;ORG;ORG;ORG;ORG
.;;;;;
Calait;PER;PER;PER;PER;PER
une;;;;;
potite;;;;;
fllle;;;;;
qui;;;;;
aeourait;;;;;
];;;;;
"
";;;;;
apbs;;;;;
su;;;;;
vaele;LOC;LOC;LOC;LOC;LOC
,;;;;;
qus;;;;;
les;;;;;
tons;;;;;
avaient;;;;;
misa;;;;;
an;;;;;
f-;;;;;
];;;;;
"
";;;;;
.;;;;;
Ia;PER;PER;PER;PER;PER
eto;PER;PER;PER;PER;PER
allait;;;;;
passer;;;;;
sur;;;;;
le;;;;;
crps;;;;;
dss;;;;;
dux;;;;;
];;;;;
"
";;;;;
tilles;;;;;
ds;;;;;
HMaguerit;MISC;MISC;MISC;MISC;MISC
,;;;;;
ui;PER;PER;PER;PER;PER
venuiont;PER;PER;PER;PER;PER
de;PER;PER;PER;PER;PER
clerehor;PER;PER;PER;PER;PER
de;;;;;
];;;;;
"
";;;;;
lharhe;;;;;
pour;;;;;
leur;;;;;
chvro;;;;;
,;;;;;
quand;;;;;
lLouis;PER;PER;PER;PER;PER
,;;;;;
qui;;;;;
atait;;;;;
];;;;;
"
";;;;;
descendu;;;;;
sans;;;;;
que;;;;;
sa;;;;;
mbre;;;;;
le;;;;;
wtt;LOC;LOC;LOC;LOC;LOC
,;;;;;
lui;;;;;
suauta;MISC;MISC;MISC;MISC;MISC
aux;;;;;
];;;;;
"
";;;;;
cornes;;;;;
commo;PER;PER;PER;PER;PER
ello;PER;PER;PER;PER;PER
huissait;;;;;
la;;;;;
tto;ORG;ORG;ORG;ORG;ORG
,;;;;;
et;;;;;
la;;;;;
retint;;;;;
];;;;;
"
";;;;;
sane;PER;PER;PER;PER;PER
uger;PER;PER;PER;PER;PER
.;;;;;
uoiqu';LOC;LOC;LOC;LOC;LOC
il;;;;;
n';;;;;
ot;;;;;
que;;;;;
dix;;;;;
ns;;;;;
,;;;;;
on;;;;;
lui;;;;;
"
";;;;;
en;;;;;
et;;;;;
bien;;;;;
donne;;;;;
quuatorze;;;;;
pour;;;;;
la;;;;;
taille;;;;;
et;;;;;
lua;MISC;MISC;MISC;MISC;MISC
vi-;;;;;
];;;;;
"
";;;;;
gueur;;;;;
.;;;;;
"
";;;;;
leuanne;;;;;
,;;;;;
qul;PER;PER;PER;PER;PER
en;;;;;
voyant;;;;;
cela;;;;;
tait;;;;;
rlus;PER;PER;PER;PER;PER
morte;;;;;
quo;;;;;
];;;;;
"
";;;;;
vive;;;;;
,;;;;;
eut;;;;;
le;;;;;
sang;;;;;
-;;;;;
foid;;;;;
de;;;;;
prendre;;;;;
une;;;;;
eorle;;;;;
uvunt;;;;;
];;;;;
"
";;;;;
de;;;;;
descendre;;;;;
";";;;;;
elle;;;;;
lattacha;;;;;
aux;;;;;
ornes;;;;;
de;;;;;
Ia;LOC;LOC;LOC;LOC;LOC
];;;;;
"
";;;;;
geee;LOC;LOC;LOC;LOC;LOC
.;;;;;
pee;MISC;MISC;MISC;MISC;MISC
 ;;;;;
l;;;;;
sliit;ORG;ORG;ORG;ORG;ORG
lut;;;;;
bout;;;;;
];;;;;
"
";;;;;
i;;;;;
une;;;;;
de;;;;;
ses;;;;;
jamhes;;;;;
,;;;;;
et;;;;;
Louis;PER;PER;PER;PER;PER
la;;;;;
laissa;;;;;
aller;;;;;
.;;;;;
"
";;;;;
e;PER;PER;PER;PER;PER
she;PER;PER;PER;PER;PER
ent;PER;PER;PER;PER;PER
dit;;;;;
ene;;;;;
ute;;;;;
temblanwe;;;;;
];;;;;
"
 ";;;;;
et;;;;;
en;;;;;
l';;;;;
embrassint;;;;;
,;;;;;
tu;;;;;
te;;;;;
serais;;;;;
fait;;;;;
tuerl;;;;;
"
";;;;;
-Ne;;;;;
vaudrait;;;;;
-il;;;;;
pas;;;;;
mieux;;;;;
que;;;;;
je;;;;;
fusse;;;;;
auprbes;;;;;
];;;;;
"
";;;;;
be;;;;;
iee;ORG;ORG;ORG;ORG;ORG
e;;;;;
de;;;;;
yeus;PER;PER;PER;PER;PER
gter;PER;PER;PER;PER;PER
sur;;;;;
terre;;;;;
,;;;;;
moi;;;;;
qui;;;;;
];;;;;
"
";;;;;
ne;;;;;
suis;;;;;
hon;;;;;
 ;;;;;
rien;;;;;
"
";;;;;
,;;;;;
rs;MISC;MISC;MISC;MISC;MISC
e;MISC;MISC;MISC;MISC;MISC
ee;MISC;MISC;MISC;MISC;MISC
blbl;MISC;MISC;MISC;MISC;MISC
.;;;;;
];;;;;
"
";;;;;
pourtanti;;;;;
dit;;;;;
-;;;;;
olle;;;;;
en;;;;;
regardant;;;;;
M.;PER;PER;PER;PER;PER
le;;;;;
cure;;;;;
.;;;;;
"
";;;;;
-;;;;;
Louis;PER;PER;PER;PER;PER
,;;;;;
dit;;;;;
M.;;;;;
le;;;;;
cur;;;;;
,;;;;;
ehaeun;LOC;LOC;LOC;LOC;LOC
,;;;;;
a;;;;;
sa;;;;;
place;;;;;
];;;;;
"
";;;;;
dans;;;;;
le;;;;;
monde;;;;;
,;;;;;
suivant;;;;;
les;;;;;
desseins;;;;;
de;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
";";;;;;
si;;;;;
];;;;;
"
";;;;;
tu;;;;;
etis;;;;;
mort;;;;;
par;;;;;
ta;;;;;
faute;;;;;
,;;;;;
il;;;;;
n';;;;;
et;;;;;
pas;;;;;
et;;;;;
eon-;;;;;
];;;;;
"
";;;;;
tent;;;;;
de;;;;;
toi;;;;;
.;;;;;
JkANNE;;;;;
V.;;;;;
"
";;;;;
A08;MISC;MISC;MISC;MISC;MISC
"
";;;;;
-Mnaia;;;;;
aatta;MISC;MISC;MISC;MISC;MISC
mauvaiaa;MISC;MISC;MISC;MISC;MISC
hta;MISC;MISC;MISC;MISC;MISC
allait;;;;;
renvorser;PER;PER;PER;PER;PER
laes;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
petitss;PER;PER;PER;PER;PER
tlllas;PER;PER;PER;PER;PER
";";;;;;
il;;;;;
fllait;;;;;
bien;;;;;
larretar;;;;;
.;;;;;
"
";;;;;
-;;;;;
Tu;;;;;
e;;;;;
un;;;;;
bruavegurgn;;;;;
,;;;;;
Iouii;LOC;LOC;LOC;LOC;LOC
";";;;;;
tu;;;;;
verraa;;;;;
Diau;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
tin;PER;PER;PER;PER;PER
iour;PER;PER;PER;PER;PER
eomme;;;;;
tu;;;;;
me;;;;;
vois;;;;;
.;;;;;
"
";;;;;
-;;;;;
ian;;;;;
arf;;;;;
"
";;;;;
-;;;;;
lian;;;;;
sr;;;;;
";";;;;;
jo;PER;PER;PER;PER;PER
ta;PER;PER;PER;PER;PER
le;PER;PER;PER;PER;PER
prometa;ORG;ORG;ORG;ORG;ORG
.;;;;;
n;;;;;
"
";;;;;
Et;MISC;MISC;MISC;MISC;MISC
les;MISC;MISC;MISC;MISC;MISC
yeux;MISC;MISC;MISC;MISC;MISC
de;MISC;MISC;MISC;MISC;MISC
l';MISC;MISC;MISC;MISC;MISC
anfant;MISC;MISC;MISC;MISC;MISC
brillbrent;MISC;MISC;MISC;MISC;MISC
comme;;;;;
des;;;;;
"
";;;;;
6toiles;;;;;
.;;;;;
"
";;;;;
eau;;;;;
mn6e;;;;;
ouls;;;;;
hes;;;;;
sa;;;;;
marraine;;;;;
.;;;;;
"
";;;;;
Ieanne;PER;PER;PER;PER;PER
mena;;;;;
Louis;PER;PER;PER;PER;PER
chez;;;;;
su;;;;;
marraine;;;;;
et;;;;;
lui;;;;;
rua-;;;;;
"
";;;;;
oonta;;;;;
co;;;;;
trait;;;;;
de;;;;;
eourage;;;;;
,;;;;;
pendant;;;;;
qu';;;;;
il;;;;;
tait;;;;;
oae-;;;;;
"
";;;;;
up6;;;;;
i;;;;;
rearder;;;;;
les;;;;;
belles;;;;;
fleurs;;;;;
qui;;;;;
ataiant;;;;;
plan-;;;;;
"
";;;;;
tes;;;;;
devant;;;;;
les;;;;;
croisees;;;;;
.;;;;;
"
";;;;;
a;;;;;
Ma;MISC;MISC;MISC;MISC;MISC
bonne;MISC;MISC;MISC;MISC;MISC
leanne;MISC;MISC;MISC;MISC;MISC
,;;;;;
cet;;;;;
enfant;;;;;
est;;;;;
une;;;;;
grande;;;;;
"
";;;;;
charge;;;;;
pour;;;;;
toi;;;;;
.;;;;;
Si;;;;;
tu;;;;;
le;;;;;
vouluias;;;;;
,;;;;;
je;;;;;
le;;;;;
frais;;;;;
pla-;;;;;
"
";;;;;
cer;;;;;
aux;;;;;
Inourables;MISC;MISC;MISC;MISC;MISC
d';MISC;MISC;MISC;MISC;MISC
Issoudun;MISC;MISC;MISC;MISC;MISC
,;;;;;
et;;;;;
il;;;;;
y;;;;;
seruait;;;;;
fort;;;;;
"
";;;;;
heureux;;;;;
,;;;;;
je;;;;;
tassure;;;;;
.;;;;;
"
";;;;;
-;;;;;
Ohl;PER;PER;PER;PER;PER
non;;;;;
,;;;;;
madame;;;;;
,;;;;;
il;;;;;
ny;;;;;
serait;;;;;
pas;;;;;
heu-;;;;;
"
";;;;;
reu;;;;;
];;;;;
Vous;;;;;
ne;;;;;
sauriez;;;;;
eroire;;;;;
combien;;;;;
cet;;;;;
enftant;;;;;
a;;;;;
"
";;;;;
beoin;;;;;
d';;;;;
etre;;;;;
aime;;;;;
";";;;;;
il;;;;;
est;;;;;
tout;;;;;
eaur;;;;;
.;;;;;
Tant;;;;;
que;;;;;
jau-;;;;;
"
";;;;;
rai;ORG;ORG;ORG;ORG;ORG
une;;;;;
bouohee;;;;;
de;;;;;
pain;;;;;
,;;;;;
je;;;;;
la;;;;;
partageai;;;;;
avee;;;;;
lui;;;;;
";";;;;;
"
";;;;;
at;;;;;
sije;;;;;
n';;;;;
en;;;;;
avais;;;;;
plus;;;;;
,;;;;;
jirais;;;;;
en;;;;;
demander;;;;;
pour;;;;;
"
 ";;;;;
Iui;PER;PER;PER;PER;PER
en;;;;;
.;;;;;
donner;;;;;
.;;;;;
Je;;;;;
laime;;;;;
pour;;;;;
tout;;;;;
le;;;;;
monde;;;;;
";";;;;;
jen;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
suls;PER;PER;PER;PER;PER
oceupee;PER;PER;PER;PER;PER
Ia;PER;PER;PER;PER;PER
nuit;PER;PER;PER;PER;PER
comme;;;;;
le;;;;;
jour;;;;;
";";;;;;
il;;;;;
n';;;;;
a;;;;;
pas;;;;;
pu;;;;;
"
";;;;;
prendre;;;;;
d';;;;;
heures;;;;;
regl6es;;;;;
pour;;;;;
ses;;;;;
"repas;-";;0;;;
il;;;;;
de-;;;;;
"
";;;;;
mande;;;;;
du;;;;;
pain;;;;;
quand-;;;;;
il;;;;;
esteouhe;;;;;
comtme;;;;;
s';;;;;
il;;;;;
"
";;;;;
6tait;;;;;
lev6;;;;;
.;;;;;
J';;;;;
entends;;;;;
-souvent;;;;;
dire;;;;;
que;;;;;
lDieu;;;;;
me;;;;;
fe-;;;;;
"
";;;;;
rait;;;;;
une;;;;;
grande;;;;;
grce;;;;;
s';;;;;
il;;;;;
e;;;;;
le;;;;;
reprenait;;;;;
";";;;;;
rieh;PER;PER;PER;PER;PER
ne;;;;;
"
";;;;;
me;;;;;
fait;;;;;
plus;;;;;
de;;;;;
peine;;;;;
quun;;;;;
propos;;;;;
semblablo;;;;;
";";;;;;
et;;;;;
"
";;;;;
comme;;;;;
on;;;;;
se;;;;;
trompel;;;;;
.;;;;;
Iai;;;;;
mis;;;;;
tout;;;;;
ion;;;;;
hbonheur0;;;;;
"
";;;;;
uQIUATIMk;MISC;MISC;MISC;MISC;MISC
PARII;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
on;;;;;
lui;;;;;
";";;;;;
il;;;;;
sent;;;;;
quand;;;;;
ja;PER;PER;PER;PER;PER
aouffr;PER;PER;PER;PER;PER
,;;;;;
at;LOC;LOC;LOC;LOC;LOC
alors;;;;;
il;;;;;
devient;;;;;
"
";;;;;
triste;;;;;
,;;;;;
la;;;;;
nai;;;;;
pas;;;;;
besoin;;;;;
da;;;;;
lui;;;;;
eontr;;;;;
mes;;;;;
eha-;;;;;
"
";;;;;
grins;;;;;
";";;;;;
on;;;;;
dirit;;;;;
que;;;;;
ma;;;;;
tristess;;;;;
eoule;;;;;
dans;;;;;
aan;;;;;
"
";;;;;
cur;;;;;
a;;;;;
tunt;;;;;
il;;;;;
ma;;;;;
fait;;;;;
d';;;;;
amities;PER;PER;PER;PER;PER
n;;;;;
sil;;;;;
mesent;;;;;
dela;;;;;
"
";;;;;
einae;;;;;
";";;;;;
il;;;;;
me;;;;;
manquerait;;;;;
oneor;LOC;LOC;LOC;LOC;LOC
plus;;;;;
que;;;;;
mes;;;;;
au-;;;;;
"
";;;;;
tres;;;;;
antants;;;;;
,;;;;;
qul;PER;PER;PER;PER;PER
peuvant;;;;;
ase;PER;PER;PER;PER;PER
passor;PER;PER;PER;PER;PER
da;;;;;
moi;;;;;
.;;;;;
Iout;PER;PER;PER;PER;PER
"
";;;;;
son;;;;;
esprit;;;;;
ost;;;;;
duns;;;;;
son;;;;;
sur;;;;;
.;;;;;
Enfin;;;;;
,;;;;;
que;;;;;
voulez-;;;;;
"
";;;;;
Vu;;;;;
qu;;;;;
jo;;;;;
vous;;;;;
dise;;;;;
,;;;;;
ma;;;;;
ohre;;;;;
dama;;;;;
c';;;;;
est;;;;;
tout;;;;;
"
";;;;;
le;;;;;
portrait;;;;;
do;PER;PER;PER;PER;PER
so;PER;PER;PER;PER;PER
piroe;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
